"LEAID","FIPST","YEAR","V33","A09","C10","C25","OPERATIONAL_SCHOOLS","SCHLEV","AGCHRT","GSLO","GSHI","LOCALE","URBANICITY"
"0100187","01",18,-2,-1,-1,-1,1,"N","3","N","N","12","Urban"
"0100188","01",18,1154,46000,0,851000,3,"03","3","PK","12","21","Urban"
"0100189","01",18,1533,277000,0,279000,2,"03","3","PK","12","21","Urban"
"0100190","01",18,6184,1756000,0,2185000,6,"03","3","PK","12","21","Urban"
"0100191","01",18,-2,-1,-1,-1,1,"N","3","06","12","12","Urban"
"0100192","01",18,-2,-1,-1,-1,1,"N","3","N","N","41","Rural"
"0100193","01",18,-2,-1,-1,-1,1,"N","3","N","N","12","Urban"
"0100194","01",18,3306,809000,0,1037000,4,"03","3","PK","12","21","Urban"
"0100195","01",18,1863,848000,0,0,3,"03","3","PK","12","41","Rural"
"0100197","01",18,300,1000,0,86000,1,"02","1","09","12","12","Urban"
"0100198","01",18,-2,-1,-1,-1,1,"N","3","06","12","12","Urban"
"0100199","01",18,298,35000,0,0,1,"01","1","PK","08","43","Rural"
"0100200","01",18,-2,-1,-1,-1,1,"N","3","N","N","13","Urban"
"0100210","01",18,8738,1608000,0,1613000,13,"03","3","PK","12","13","Urban"
"0100240","01",18,9094,1505000,0,2802000,15,"03","3","PK","12","41","Rural"
"0100270","01",18,32267,4667000,0,9113000,45,"03","3","PK","12","41","Rural"
"0100300","01",18,755,58000,0,577000,3,"03","3","PK","12","43","Rural"
"0100330","01",18,3618,221000,0,3526000,9,"03","3","PK","12","21","Urban"
"0100360","01",18,3236,565000,0,1333000,9,"03","3","PK","12","32","Town"
"0100390","01",18,23041,1241000,0,14391000,52,"03","3","PK","12","12","Urban"
"0100420","01",18,7651,1284000,0,2633000,17,"03","3","PK","12","42","Rural"
"0100450","01",18,1133,80000,0,207000,3,"03","3","PK","12","32","Town"
"0100480","01",18,1438,91000,0,1009000,4,"03","3","PK","12","32","Town"
"0100510","01",18,3015,328000,0,1728000,7,"03","3","PK","12","32","Town"
"0100540","01",18,8548,1154000,0,3279000,19,"03","3","PK","12","41","Rural"
"0100600","01",18,3545,229000,0,2454000,11,"03","3","PK","12","32","Town"
"0100630","01",18,3934,708000,0,1875000,8,"03","3","PK","12","42","Rural"
"0100660","01",18,7837,1272000,0,3757000,14,"03","3","PK","12","42","Rural"
"0100690","01",18,1300,64000,0,981000,4,"03","3","PK","12","43","Rural"
"0100720","01",18,2460,248000,0,1778000,7,"03","3","PK","12","43","Rural"
"0100750","01",18,1868,263000,0,794000,4,"03","3","PK","12","42","Rural"
"0100780","01",18,2512,477000,0,1172000,9,"03","3","PK","12","42","Rural"
"0100810","01",18,2388,332000,0,880000,4,"03","3","PK","12","42","Rural"
"0100840","01",18,2668,429000,0,1607000,8,"03","3","PK","12","41","Rural"
"0100870","01",18,1941,38000,0,1094000,8,"03","3","PK","12","41","Rural"
"0100900","01",18,857,87000,0,570000,3,"03","3","KG","12","43","Rural"
"0100930","01",18,3082,357000,0,1179000,9,"03","3","PK","12","42","Rural"
"0100960","01",18,2248,85000,0,1280000,4,"03","3","PK","12","43","Rural"
"0100990","01",18,3201,628000,0,607000,7,"03","3","PK","12","32","Town"
"0101020","01",18,9468,1340000,0,5227000,28,"03","3","PK","12","42","Rural"
"0101050","01",18,3189,422000,0,1281000,8,"03","3","PK","12","42","Rural"
"0101080","01",18,1087,75000,0,562000,2,"03","3","PK","12","32","Town"
"0101110","01",18,3027,196000,0,1995000,12,"03","3","PK","12","42","Rural"
"0101140","01",18,8835,1062000,0,4363000,16,"03","3","PK","12","42","Rural"
"0101170","01",18,8699,1063000,0,4435000,20,"03","3","PK","12","13","Urban"
"0101200","01",18,2216,158000,0,993000,4,"03","3","PK","12","33","Town"
"0101230","01",18,8967,1026000,0,4031000,19,"03","3","PK","12","13","Urban"
"0101260","01",18,622,42000,0,420000,3,"03","3","PK","12","43","Rural"
"0101290","01",18,11433,1796000,0,4953000,15,"03","3","PK","12","21","Urban"
"0101320","01",18,6723,1361000,0,2156000,10,"03","3","PK","12","32","Town"
"0101350","01",18,4234,235000,0,2750000,12,"03","3","PK","12","32","Town"
"0101380","01",18,8486,1464000,0,2943000,24,"03","3","PK","12","23","Urban"
"0101410","01",18,5427,241000,0,1425000,6,"03","3","PK","12","32","Town"
"0101440","01",18,1549,1e+05,0,1563000,6,"03","3","PK","12","21","Urban"
"0101470","01",18,2302,446000,0,976000,6,"03","3","PK","12","42","Rural"
"0101530","01",18,4254,528000,0,2083000,8,"03","3","PK","12","13","Urban"
"0101560","01",18,3249,503000,0,1582000,4,"03","3","PK","12","32","Town"
"0101590","01",18,3674,248000,0,2581000,9,"03","3","PK","12","42","Rural"
"0101620","01",18,5194,693000,0,2686000,15,"03","3","PK","12","13","Urban"
"0101640","01",18,1249,134000,0,436000,3,"03","3","KG","12","32","Town"
"0101660","01",18,2750,345000,0,1654000,10,"03","3","PK","12","42","Rural"
"0101680","01",18,1054,49000,0,826000,5,"03","3","PK","12","42","Rural"
"0101690","01",18,1871,353000,0,690000,4,"03","3","PK","12","32","Town"
"0101710","01",18,2488,228000,0,1508000,7,"03","3","PK","12","31","Town"
"0101720","01",18,1619,374000,0,632000,4,"03","3","PK","12","41","Rural"
"0101730","01",18,3469,602000,0,641000,6,"03","3","PK","12","23","Urban"
"0101740","01",18,2466,321000,0,1129000,6,"03","3","PK","12","42","Rural"
"0101760","01",18,4292,1395000,0,661000,5,"03","3","PK","12","21","Urban"
"0101770","01",18,6418,789000,0,2349000,12,"03","3","PK","12","41","Rural"
"0101800","01",18,23993,1944000,0,13204000,39,"03","3","PK","12","12","Urban"
"0101830","01",18,5337,615000,0,2480000,18,"03","3","PK","12","42","Rural"
"0101860","01",18,1622,278000,0,716000,2,"03","3","PK","12","13","Urban"
"0101890","01",18,2754,387000,0,852000,5,"03","3","PK","12","32","Town"
"0101920","01",18,36246,5068000,0,13269000,59,"03","3","PK","12","21","Urban"
"0101950","01",18,2290,521000,0,896000,5,"03","3","PK","12","43","Rural"
"0101980","01",18,925,35000,0,636000,3,"03","3","PK","12","32","Town"
"0102010","01",18,8275,1595000,0,2342000,11,"03","3","PK","12","42","Rural"
"0102040","01",18,4662,610000,0,2510000,15,"03","3","PK","12","42","Rural"
"0102070","01",18,9514,1144000,0,3164000,14,"03","3","PK","12","21","Urban"
"0102100","01",18,10612,1725000,0,3179000,17,"03","3","PK","12","42","Rural"
"0102130","01",18,477,75000,0,330000,3,"03","3","PK","12","43","Rural"
"0102160","01",18,1328,71000,0,1326000,8,"03","3","PK","12","42","Rural"
"0102190","01",18,1872,139000,0,1666000,7,"03","3","PK","12","32","Town"
"0102220","01",18,19093,4232000,0,4664000,29,"03","3","PK","12","21","Urban"
"0102250","01",18,1002,87000,0,519000,3,"03","3","PK","12","43","Rural"
"0102310","01",18,3289,486000,0,1242000,11,"03","3","PK","12","43","Rural"
"0102350","01",18,1023,105000,0,975000,4,"03","3","PK","12","21","Urban"
"0102370","01",18,53967,1037000,0,31470000,90,"03","3","PK","12","12","Urban"
"0102400","01",18,3355,254000,0,1863000,9,"03","3","PK","12","43","Rural"
"0102430","01",18,28890,1225000,0,18722000,52,"03","3","PK","12","12","Urban"
"0102480","01",18,7574,1304000,0,2688000,19,"03","3","PK","12","42","Rural"
"0102490","01",18,4346,1848000,0,0,6,"03","3","PK","12","21","Urban"
"0102520","01",18,2812,762000,0,658000,7,"03","3","PK","12","13","Urban"
"0102550","01",18,1503,356000,0,461000,3,"03","3","KG","12","41","Rural"
"0102580","01",18,4514,362000,0,2159000,9,"03","3","PK","12","13","Urban"
"0102610","01",18,1290,276000,0,522000,3,"03","3","PK","12","41","Rural"
"0102635","01",18,4083,611000,0,1500000,7,"03","3","PK","12","13","Urban"
"0102640","01",18,2117,182000,0,965000,6,"03","3","PK","12","31","Town"
"0102650","01",18,4050,663000,0,1229000,8,"03","3","PK","12","32","Town"
"0102670","01",18,1289,20000,0,1043000,2,"03","3","PK","12","43","Rural"
"0102700","01",18,7146,612000,0,3741000,12,"03","3","PK","12","21","Urban"
"0102730","01",18,2524,142000,0,1398000,8,"03","3","PK","12","42","Rural"
"0102760","01",18,1151,119000,0,489000,3,"03","3","PK","12","31","Town"
"0102790","01",18,2203,69000,0,1598000,7,"03","3","PK","12","42","Rural"
"0102820","01",18,2160,202000,0,926000,8,"03","3","PK","12","43","Rural"
"0102850","01",18,1519,53000,0,785000,4,"03","3","PK","12","32","Town"
"0102880","01",18,3447,297000,0,1850000,8,"03","3","PK","12","42","Rural"
"0102910","01",18,2456,186000,0,1640000,5,"03","3","PK","12","32","Town"
"0102940","01",18,2492,466000,0,762000,5,"03","3","PK","12","32","Town"
"0102970","01",18,3046,268000,0,2136000,12,"03","3","PK","12","32","Town"
"0103000","01",18,1054,85000,0,770000,4,"03","3","PK","12","23","Urban"
"0103030","01",18,20570,4664000,0,4573000,31,"03","3","PK","12","21","Urban"
"0103062","01",18,9464,3792000,0,5148000,19,"03","3","PK","12","42","Rural"
"0103090","01",18,1348,77000,0,940000,5,"03","3","PK","12","43","Rural"
"0103120","01",18,2184,372000,0,925000,4,"03","3","PK","12","32","Town"
"0103150","01",18,1979,190000,0,1149000,7,"03","3","PK","12","41","Rural"
"0103180","01",18,7398,1126000,0,3530000,18,"03","3","PK","12","42","Rural"
"0103210","01",18,2868,281000,0,1363000,6,"03","3","PK","12","42","Rural"
"0103240","01",18,1777,180000,0,669000,3,"03","3","PK","12","41","Rural"
"0103270","01",18,1209,90000,0,945000,3,"03","3","PK","12","21","Urban"
"0103300","01",18,1158,1e+05,0,665000,2,"03","3","PK","12","33","Town"
"0103330","01",18,1851,278000,0,656000,4,"03","3","PK","12","41","Rural"
"0103360","01",18,10538,738000,0,7686000,20,"03","3","PK","12","12","Urban"
"0103390","01",18,18709,3207000,0,7816000,35,"03","3","PK","12","22","Urban"
"0103420","01",18,1496,282000,0,6e+05,6,"03","3","PK","12","23","Urban"
"0103430","01",18,7170,2206000,0,447000,8,"03","3","PK","12","21","Urban"
"0103450","01",18,7499,692000,0,2714000,18,"03","3","PK","12","42","Rural"
"0103480","01",18,2661,210000,0,1094000,8,"03","3","PK","12","43","Rural"
"0103510","01",18,1575,219000,0,1318000,6,"03","3","PK","12","43","Rural"
"0103540","01",18,1299,347000,0,389000,3,"03","3","PK","12","43","Rural"
"0103580","01",18,2375,465000,0,954000,10,"03","3","PK","12","43","Rural"
"0200001","02",18,4249,298000,0,3498000,28,"03","2","PK","12","43","Rural"
"0200003","02",18,2006,87000,0,2124000,10,"03","3","PK","12","43","Rural"
"0200004","02",18,437,94000,0,399000,3,"03","3","KG","12","43","Rural"
"0200005","02",18,328,11000,0,380000,1,"03","3","PK","12","43","Rural"
"0200006","02",18,434,0,0,0,1,"02","3","09","12","41","Rural"
"0200007","02",18,235,8000,0,0,4,"03","3","PK","12","43","Rural"
"0200010","02",18,18,0,0,0,2,"03","3","KG","12","43","Rural"
"0200020","02",18,1973,74000,0,1659000,15,"03","3","PK","12","43","Rural"
"0200030","02",18,107,26000,0,64000,3,"03","3","PK","12","43","Rural"
"0200050","02",18,395,8000,0,374000,8,"03","3","PK","12","43","Rural"
"0200060","02",18,351,17000,0,257000,3,"03","3","PK","12","43","Rural"
"0200070","02",18,444,26000,0,69000,5,"03","3","PK","12","43","Rural"
"0200090","02",18,514,26000,0,251000,4,"03","3","PK","12","43","Rural"
"0200100","02",18,818,70000,0,161000,5,"03","3","PK","12","43","Rural"
"0200120","02",18,467,5000,0,340000,3,"03","3","PK","12","43","Rural"
"0200130","02",18,5007,11000,0,222000,4,"03","3","PK","12","23","Urban"
"0200150","02",18,2314,201000,0,715000,9,"03","2","PK","12","33","Town"
"0200180","02",18,46115,2194000,170000,19234000,100,"03","2","PK","12","11","Urban"
"0200210","02",18,4745,527000,22000,1279000,15,"03","2","PK","12","33","Town"
"0200240","02",18,1218,142000,0,316000,6,"03","3","PK","12","33","Town"
"0200270","02",18,260,51000,0,177000,3,"03","3","KG","12","43","Rural"
"0200300","02",18,118,5000,0,89000,1,"03","3","PK","12","43","Rural"
"0200330","02",18,97,2000,0,41000,2,"03","3","PK","12","43","Rural"
"0200360","02",18,104,21000,0,126000,1,"03","3","PK","12","43","Rural"
"0200390","02",18,8852,680000,0,2448000,43,"03","2","PK","12","43","Rural"
"0200450","02",18,116,8000,0,62000,1,"03","3","KG","12","43","Rural"
"0200480","02",18,2370,187000,0,911000,13,"03","3","PK","12","33","Town"
"0200485","02",18,358,29000,0,252000,13,"03","3","PK","12","43","Rural"
"0200510","02",18,18828,1212000,0,5670000,47,"03","2","PK","12","32","Town"
"0200520","02",18,325,13000,0,194000,8,"03","3","PK","12","43","Rural"
"0200525","02",18,302,0,0,261000,3,"03","3","PK","12","43","Rural"
"0200540","02",18,1312,37000,0,102000,2,"03","3","PK","12","43","Rural"
"0200570","02",18,700,14000,0,577000,5,"03","2","PK","12","33","Town"
"0200600","02",18,13275,1418000,0,3586000,36,"03","2","PK","12","13","Urban"
"0200610","02",18,2195,944000,0,974000,11,"03","3","PK","12","43","Rural"
"0200625","02",18,2087,53000,14000,1779000,13,"03","3","PK","12","43","Rural"
"0200630","02",18,12,0,0,0,1,"03","3","KG","12","43","Rural"
"0200660","02",18,465,57000,0,310000,3,"03","3","PK","12","43","Rural"
"0200670","02",18,80,0,0,0,2,"03","3","PK","12","43","Rural"
"0200680","02",18,199,5000,0,239000,1,"03","3","PK","12","43","Rural"
"0200690","02",18,141,59000,0,0,1,"03","3","PK","12","43","Rural"
"0200700","02",18,191,10000,0,132000,9,"03","3","PK","12","43","Rural"
"0200710","02",18,602,28000,0,586000,8,"03","3","PK","12","43","Rural"
"0200715","02",18,51,0,0,0,1,"03","3","KG","12","43","Rural"
"0200720","02",18,418,94000,0,95000,2,"03","3","PK","12","43","Rural"
"0200730","02",18,162,0,0,41000,4,"03","3","PK","12","43","Rural"
"0200760","02",18,399,1000,0,379000,9,"03","3","PK","12","43","Rural"
"0200770","02",18,980,0,0,0,4,"03","3","PK","12","43","Rural"
"0200775","02",18,217,2000,0,207000,7,"03","3","PK","12","43","Rural"
"0200780","02",18,686,102000,0,153000,4,"03","3","PK","12","43","Rural"
"0200800","02",18,514,0,0,0,4,"03","3","PK","12","11","Urban"
"0200810","02",18,303,15000,0,0,3,"03","3","PK","12","43","Rural"
"0200840","02",18,87,0,0,0,2,"03","3","PK","12","43","Rural"
"0200862","02",18,1982,2000,0,304000,11,"03","3","PK","12","23","Urban"
"0400001","04",18,5345,1214000,0,281000,8,"03","3","PK","12","12","Urban"
"0400003","04",18,2265,196000,0,1120000,4,"03","3","PK","12","31","Town"
"0400004","04",18,467,47000,0,115000,1,"01","3","PK","08","32","Town"
"0400005","04",18,109,1000,0,71000,1,"01","3","PK","08","43","Rural"
"0400016","04",18,1223,20000,0,1012000,5,"03","1","KG","12","33","Town"
"0400018","04",18,219,0,0,0,1,"01","1","KG","08","13","Urban"
"0400019","04",18,318,0,0,0,1,"03","1","06","12","13","Urban"
"0400020","04",18,180,0,0,0,1,"01","1","KG","08","13","Urban"
"0400021","04",18,594,13000,0,150000,2,"03","3","PK","12","32","Town"
"0400022","04",18,107,1000,0,54000,1,"01","3","KG","08","43","Rural"
"0400023","04",18,1049,12000,0,681000,3,"03","3","PK","12","43","Rural"
"0400026","04",18,496,45000,0,112000,4,"03","3","PK","12","43","Rural"
"0400028","04",18,99,0,0,0,1,"01","1","KG","08","33","Town"
"0400031","04",18,644,31000,0,26000,1,"01","1","KG","08","11","Urban"
"0400033","04",18,238,9000,0,114000,1,"01","1","KG","08","11","Urban"
"0400034","04",18,776,0,0,0,1,"01","1","KG","08","11","Urban"
"0400036","04",18,341,0,0,0,2,"03","1","KG","12","12","Urban"
"0400037","04",18,267,0,0,0,2,"01","1","KG","08","11","Urban"
"0400040","04",18,57,0,0,0,1,"01","1","KG","08","11","Urban"
"0400041","04",18,256,0,0,92000,1,"02","1","09","12","11","Urban"
"0400043","04",18,173,0,0,0,1,"02","1","09","12","12","Urban"
"0400047","04",18,311,9000,0,729000,2,"02","1","07","12","41","Rural"
"0400052","04",18,379,19000,0,339000,1,"02","1","KG","12","11","Urban"
"0400053","04",18,705,0,0,0,1,"02","1","06","12","11","Urban"
"0400054","04",18,495,0,0,0,1,"01","1","KG","08","11","Urban"
"0400055","04",18,65,0,0,65000,1,"01","1","KG","08","11","Urban"
"0400056","04",18,840,0,0,0,1,"03","1","05","12","11","Urban"
"0400057","04",18,119,0,0,0,1,"02","1","09","12","11","Urban"
"0400061","04",18,80,0,0,0,1,"02","1","09","12","11","Urban"
"0400065","04",18,3041,0,0,0,4,"03","1","KG","12","21","Urban"
"0400067","04",18,28,0,0,9000,1,"02","1","09","12","11","Urban"
"0400068","04",18,302,0,0,0,2,"01","1","KG","08","11","Urban"
"0400069","04",18,149,0,0,0,1,"01","1","KG","07","11","Urban"
"0400070","04",18,438,0,0,0,1,"03","1","06","12","12","Urban"
"0400071","04",18,250,0,0,0,1,"01","1","KG","08","21","Urban"
"0400072","04",18,470,0,0,0,2,"01","1","KG","07","11","Urban"
"0400074","04",18,1372,7000,0,14000,4,"03","1","KG","12","33","Town"
"0400075","04",18,401,0,0,0,1,"01","1","KG","08","33","Town"
"0400077","04",18,45,1000,0,19000,1,"02","1","09","12","41","Rural"
"0400078","04",18,233,2000,0,30000,2,"02","1","09","12","11","Urban"
"0400079","04",18,454,0,0,59000,2,"02","1","09","12","11","Urban"
"0400081","04",18,428,51000,0,129000,1,"03","1","KG","12","11","Urban"
"0400082","04",18,1886,101000,0,248000,3,"02","3","09","12","33","Town"
"0400083","04",18,720,327000,0,0,6,"02","1","09","12","33","Town"
"0400089","04",18,149,0,0,0,1,"01","1","KG","08","41","Rural"
"0400090","04",18,161,6000,0,39000,1,"01","1","KG","08","31","Town"
"0400092","04",18,461,0,0,152000,1,"01","1","KG","08","23","Urban"
"0400093","04",18,227,0,0,0,1,"01","1","KG","08","13","Urban"
"0400094","04",18,101,0,0,34000,1,"02","1","09","12","13","Urban"
"0400095","04",18,131,0,0,45000,1,"02","1","09","12","13","Urban"
"0400096","04",18,195,0,0,0,1,"01","1","KG","06","13","Urban"
"0400097","04",18,630,0,0,0,1,"03","1","06","12","13","Urban"
"0400098","04",18,296,0,0,0,1,"01","1","KG","08","13","Urban"
"0400099","04",18,79,0,0,0,1,"02","1","07","12","33","Town"
"0400100","04",18,660,50000,0,144000,1,"01","1","KG","08","11","Urban"
"0400102","04",18,412,0,0,378000,1,"01","1","KG","08","11","Urban"
"0400103","04",18,1508,0,0,0,7,"02","1","06","12","11","Urban"
"0400105",NA,18,-2,-2,-2,-2,0,"N","1","M","M","11","Urban"
"0400106","04",18,336,0,0,0,1,"02","1","09","12","11","Urban"
"0400107","04",18,446,0,0,0,2,"02","1","09","12","11","Urban"
"0400108","04",18,265,0,0,0,3,"02","1","09","12","12","Urban"
"0400109","04",18,266,0,0,238000,1,"01","1","KG","08","11","Urban"
"0400111","04",18,337,0,0,0,1,"01","1","KG","08","12","Urban"
"0400112","04",18,9613,2131000,0,428000,9,"03","1","KG","12","21","Urban"
"0400113","04",18,54,0,0,0,1,"01","1","KG","08","21","Urban"
"0400115","04",18,235,0,0,0,1,"01","1","KG","08","41","Rural"
"0400120","04",18,153,-1,-1,-1,13,"02","3","09","12","11","Urban"
"0400121","04",18,179,0,0,0,1,"02","1","09","12","11","Urban"
"0400122","04",18,370,2000,0,182000,1,"01","1","KG","08","11","Urban"
"0400124","04",18,84,0,0,0,1,"02","1","09","12","11","Urban"
"0400125",NA,18,-2,-2,-2,-2,0,"N","1","M","M","11","Urban"
"0400126","04",18,113,0,0,0,2,"01","1","KG","05","11","Urban"
"0400128",NA,18,-2,-2,-2,-2,0,"N","N","M","M","11","Urban"
"0400129","04",18,167,0,0,0,1,"03","1","KG","12","41","Rural"
"0400130","04",18,424,17000,0,92000,2,"03","1","KG","12","32","Town"
"0400131","04",18,761,4000,0,156000,4,"01","1","KG","12","11","Urban"
"0400133",NA,18,-2,-2,-2,-2,0,"N","N","M","M","21","Urban"
"0400134","04",18,804,0,0,0,1,"01","1","KG","12","11","Urban"
"0400135","04",18,462,62000,0,71000,1,"01","1","KG","06","21","Urban"
"0400141","04",18,107,14000,0,16000,1,"01","1","KG","05","41","Rural"
"0400144","04",18,131,4000,0,72000,1,"02","1","09","12","11","Urban"
"0400145","04",18,39,0,0,0,1,"01","1","KG","06","11","Urban"
"0400147","04",18,78,0,0,22000,1,"02","1","09","12","11","Urban"
"0400149","04",18,538,0,0,178000,2,"02","1","09","12","11","Urban"
"0400150","04",18,228,5000,0,143000,2,"01","1","KG","08","33","Town"
"0400151","04",18,165,0,0,118000,1,"01","1","KG","06","11","Urban"
"0400153","04",18,120,0,0,0,1,"02","1","07","12","11","Urban"
"0400154","04",18,64,60000,0,282000,1,"02","1","09","12","43","Rural"
"0400157","04",18,785,0,0,0,2,"03","1","KG","12","11","Urban"
"0400159","04",18,133,0,0,0,1,"02","1","09","12","11","Urban"
"0400160","04",18,30,0,0,0,1,"02","1","09","12","11","Urban"
"0400163","04",18,154,0,0,0,4,"02","3","04","12","13","Urban"
"0400164","04",18,56,-1,-1,-1,1,"01","1","KG","08","11","Urban"
"0400165","04",18,207,0,0,0,1,"03","1","01","09","11","Urban"
"0400178",NA,18,-2,-2,-2,-2,0,"06","N","M","M","33","Town"
"0400181","04",18,404,0,0,0,1,"01","1","KG","06","11","Urban"
"0400182","04",18,338,0,0,0,2,"01","1","KG","08","11","Urban"
"0400184","04",18,430,42000,0,105000,1,"01","1","KG","08","21","Urban"
"0400185","04",18,661,0,0,0,1,"01","1","KG","08","11","Urban"
"0400187","04",18,213,0,0,0,1,"01","1","KG","08","21","Urban"
"0400189","04",18,13,-1,-1,-1,1,"01","1","KG","06","11","Urban"
"0400190","04",18,558,8000,0,335000,2,"01","1","KG","08","11","Urban"
"0400191","04",18,1513,59000,0,884000,3,"01","1","KG","08","21","Urban"
"0400192","04",18,23,-1,-1,-1,1,"03","1","05","12","11","Urban"
"0400197","04",18,-3,0,0,0,19,"05","3","06","12","41","Rural"
"0400201","04",18,102,0,0,0,1,"02","1","09","12","11","Urban"
"0400202","04",18,632,0,0,0,3,"03","1","KG","12","11","Urban"
"0400204","04",18,273,0,0,0,1,"02","1","09","12","21","Urban"
"0400205","04",18,311,0,0,0,1,"01","1","KG","08","32","Town"
"0400206","04",18,69,-1,-1,-1,1,"01","1","KG","05","41","Rural"
"0400208","04",18,164,0,0,0,1,"01","1","KG","08","13","Urban"
"0400209","04",18,224,1000,0,25000,2,"03","1","06","12","41","Rural"
"0400210","04",18,81,0,0,0,1,"01","1","KG","08","13","Urban"
"0400211","04",18,218,0,0,0,1,"02","1","09","12","41","Rural"
"0400212","04",18,1276,102000,0,266000,5,"03","3","PK","12","32","Town"
"0400213","04",18,117,68000,0,0,1,"01","1","KG","08","42","Rural"
"0400214","04",18,27,-1,-1,-1,1,"03","1","KG","10","42","Rural"
"0400217","04",18,226,0,0,0,1,"01","1","KG","08","12","Urban"
"0400218","04",18,844,0,0,0,1,"01","1","KG","06","11","Urban"
"0400219","04",18,730,0,0,0,4,"03","1","KG","12","11","Urban"
"0400221","04",18,313,0,0,250000,1,"01","1","KG","06","11","Urban"
"0400223","04",18,573,35000,0,114000,1,"03","1","KG","12","21","Urban"
"0400225","04",18,713,0,0,0,1,"02","1","07","12","11","Urban"
"0400227","04",18,187,0,0,118000,1,"01","1","06","08","11","Urban"
"0400229","04",18,191,22000,0,1202000,1,"01","1","KG","08","11","Urban"
"0400230","04",18,554,0,0,478000,1,"01","1","KG","05","11","Urban"
"0400231","04",18,182,0,0,0,1,"03","1","06","12","12","Urban"
"0400232","04",18,499,0,0,0,1,"01","1","KG","08","11","Urban"
"0400235","04",18,318,11000,0,222000,1,"01","1","KG","12","21","Urban"
"0400237","04",18,324,18000,0,85000,1,"01","1","KG","08","21","Urban"
