"LEAID","YEAR","FIPST","URBANICITY","OPERATIONAL_SCHOOLS","TREATED","V33","A09","C10","C25","A09_PUPIL","C10_PUPIL","C25_PUPIL","ALL_PUPIL","TOTFRL_PCT","BL_PCT","WH_PCT","HI_PCT","CHARTER_PCT","TITLEI_PCT"
4020970,11,"40","TOWN",13,14,6279,490000,53000,2667000,81.0468532455639,8.76629228982629,441.126444093712,530.939589629102,0.779582736104475,0.207676381589425,0.303710781971652,0.115623506927855,0,1
4022770,11,"40","URBAN",93,14,43212,1916000,356000,21678000,46.049158442825,8.55610668353116,521.009215408956,575.614480535312,0.877811718966954,0.27223919281681,0.184624641303342,0.458923447190595,0.111427381282977,0.954966213088957
4022800,11,"40","TOWN",4,14,1579,78000,15000,726000,51.3030320653137,9.86596770486801,477.512836915612,538.681836685794,0.829005699810006,0.252058264724509,0.32615579480684,0.0272324255858138,0,1
4023370,11,"40","RURAL",4,16,676,28000,5000,251000,43.0171759534147,7.68163856310976,385.61825586811,436.317070384635,0.825443786982249,0.0162721893491124,0.575443786982249,0.0369822485207101,0,0.338757396449704
4024330,11,"40","TOWN",1,15,244,8000,2000,121000,34.0510666797521,8.51276666993803,515.022383531251,557.586216880943,0.807377049180328,0.0327868852459016,0.381147540983607,0.0655737704918033,0,1
4024870,11,"40","TOWN",4,15,2422,330000,14000,691000,141.504535975105,6.0032227383378,296.301922299387,443.809681012832,0.642444260941371,0.0177539223781998,0.546242774566474,0.12056151940545,0,0.524360033030553
4025170,11,"40","RURAL",2,18,306,11000,2000,119000,37.3337675524733,6.78795773681333,403.883485340393,448.00521062968,0.856209150326797,0.00980392156862745,0.676470588235294,0.0196078431372549,0,0.741830065359477
4025410,11,"40","RURAL",2,16,595,1000,5000,292000,1.74547484660914,8.72737423304571,509.67865520987,520.151504289524,0.838655462184874,0.0184873949579832,0.598319327731092,0.00840336134453781,0,0.702521008403361
4025500,11,"40","RURAL",3,14,506,46000,4000,197000,94.4143212484036,8.20994097812205,404.339593172511,506.963855399038,0.652173913043478,0.00197628458498024,0.559288537549407,0.0237154150197628,0,0.596837944664032
4026310,11,"40","TOWN",3,16,1178,85000,10000,443000,74.9383619416446,8.8162778754876,390.561109884101,474.315749701233,0.714770797962649,0.0534804753820034,0.528013582342954,0.0449915110356537,0,1
4026730,11,"40","RURAL",3,15,871,46000,7000,382000,54.8491923670404,8.34661622976702,455.486771395858,518.682579992665,0.747416762342135,0.00229621125143513,0.355912743972445,0.0160734787600459,0,0.710677382319173
4026790,11,"40","TOWN",4,15,2126,127000,17000,817000,62.0398903029256,8.30455224527351,399.10701084638,469.451453394579,0.718720602069614,0.0183443085606773,0.452492944496707,0.0672624647224835,0,1
4027300,11,"40","TOWN",5,18,1845,171000,15000,684000,96.256551906909,8.44355718481658,385.026207627636,489.726316719361,0.704065040650407,0.029810298102981,0.526287262872629,0.0682926829268293,0,1
4027570,11,"40","TOWN",7,14,4091,289000,30000,1680000,73.36668962324,7.6159193380526,426.491482930946,507.474091892239,0.717917379613786,0.069665118552921,0.520410657540944,0.0750427768271816,0,1
4028200,11,"40","RURAL",3,16,1234,47000,8000,288000,39.556081106503,6.73294997557497,242.386199120699,288.675230202777,0.660453808752026,0.0988654781199352,0.544570502431118,0.0470016207455429,0,0
4028650,11,"40","TOWN",3,16,1327,69000,9000,346000,54.0018612114079,7.04372102757495,270.79194172677,331.837523965753,0.6646571213263,0.00301431801055011,0.590052750565185,0.0286360211002261,0,0.724189902034665
4029640,11,"40","RURAL",2,18,229,13000,2000,89000,58.9574145786974,9.07037147364576,403.631530577236,471.659316629581,0.698689956331878,0.126637554585153,0.580786026200873,0.157205240174672,0,0.703056768558952
4030030,11,"40","RURAL",4,16,353,24000,2000,129000,70.6101439364831,5.8841786613736,379.529523658597,456.023846256453,0.813031161473088,0.1671388101983,0.436260623229462,0.28328611898017,0,1
4030240,11,"40","URBAN",94,16,41199,4401000,350000,18545000,110.941811839037,8.82291164364072,467.488275518049,587.252999000726,0.814752785261778,0.293429452171169,0.290322580645161,0.259423772421661,0.00679628146314231,0.938566470059953
4031140,11,"40","RURAL",3,16,1008,86000,7000,355000,88.6070911716169,7.21220509536416,365.761829836325,461.581126103307,0.768849206349206,0.0724206349206349,0.303571428571429,0.0218253968253968,0,0.73015873015873
4031350,11,"40","RURAL",6,15,2445,224000,21000,971000,95.1480112703748,8.92012605659764,412.449638140777,516.517775467751,0.701840490797546,0.0773006134969325,0.410633946830266,0.0372188139059305,0,1
4032370,11,"40","URBAN",8,17,3863,171000,31000,1799000,45.9729066187541,8.33426962094373,483.656485421864,537.963661661561,0.881439295884028,0.200103546466477,0.365260160497023,0.288635775304168,0,0.938130986280093
4032430,11,"40","RURAL",2,18,497,32000,4000,197000,66.8688955320685,8.35861194150857,411.661638119297,486.889145592873,0.76056338028169,0.0301810865191147,0.450704225352113,0.0160965794768612,0,0.730382293762575
4032460,11,"40","TOWN",2,16,703,54000,5000,447000,79.7754008841419,7.3866111929761,660.363040652063,747.525052729181,0.84352773826458,0.149359886201991,0.413940256045519,0.027027027027027,0,0.735419630156472
4032880,11,"40","RURAL",2,17,264,13000,2000,111000,51.1410906762186,7.86786010403363,436.666235773867,495.675186554117,0.863636363636364,0.0151515151515152,0.428030303030303,0,0,0.678030303030303
4033210,11,"40","RURAL",3,15,427,45000,4000,169000,109.449857184918,9.72887619421489,411.045019205579,530.223752584712,0.667447306791569,0.0304449648711944,0.515222482435597,0.00936768149882904,0,1
4033480,11,"40","URBAN",11,15,7705,1616000,35000,1173000,217.820762428504,4.71765265160745,158.10875886673,380.647173946841,0.374302401038287,0.03659961064244,0.799480856586632,0.0787800129785853,0,0.178974691758598
4200014,11,"42","URBAN",1,16,449,38000,0,26000,87.8957378214537,0,60.1391890357315,148.034926857185,0.523385300668151,1,0,0,1,1
4200018,11,"42","URBAN",1,15,350,3000,6000,109000,8.90192171770662,17.8038434354132,323.436489076674,350.142254229794,0.802857142857143,0.977142857142857,0.0171428571428571,0.00285714285714286,1,1
4200019,11,"42","URBAN",1,15,224,6000,11000,159000,27.8185053678332,51.0005931743609,737.19039224758,816.009490789772,0.8125,1,0,0,1,1
4200026,11,"42","URBAN",1,17,159,0,0,89000,0,0,581.330946554636,581.330946554636,0.981132075471698,0.0377358490566038,0.0188679245283019,0.943396226415094,1,1
4200027,11,"42","URBAN",1,15,219,2000,7000,99000,9.48454368705424,33.1959029046899,469.484912509185,512.165359100927,0.817351598173516,0.771689497716895,0.0045662100456621,0.159817351598174,1,1
4200041,11,"42","URBAN",1,15,826,5000,39000,519000,6.28666787973632,49.0360094619433,652.55612591663,707.878803258309,0.585956416464891,0.99273607748184,0,0.0036319612590799,1,1
4200043,11,"42","URBAN",1,15,459,0,28000,524000,0,63.3542722102578,1185.6299513634,1248.98422357365,0.854030501089325,0.0827886710239651,0.0130718954248366,0.895424836601307,1,1
4200048,11,"42","URBAN",1,15,86,0,0,28000,0,0,338.135010982655,338.135010982655,0.941860465116279,0.511627906976744,0.0348837209302326,0.430232558139535,1,1
4200055,11,"42","URBAN",1,15,605,0,0,0,0,0,0,0,0.953719008264463,0.988429752066116,0,0.00165289256198347,1,1
4200073,11,"42","URBAN",1,15,634,12000,23000,294000,19.657240386103,37.6763774066973,481.602389459522,538.936007252323,0.908517350157729,0.976340694006309,0.00473186119873817,0.00788643533123028,1,1
4200076,11,"42","URBAN",1,16,750,103000,14000,268000,142.628567965922,19.3864072963389,371.111225387058,533.126200649319,0.873333333333333,0.0546666666666667,0.004,0.933333333333333,1,1
4200079,11,"42","URBAN",1,15,1115,23000,45000,842000,21.4231598886512,41.9148780430133,784.273940271493,847.611978203157,0.876233183856502,0.199103139013453,0.020627802690583,0.765919282511211,1,1
4200096,11,"42","URBAN",1,16,152,10000,0,83000,68.3261535350289,0,567.10707434074,635.433227875769,0.802631578947368,0.0921052631578947,0.855263157894737,0.0526315789473684,1,1
4200111,11,"42","URBAN",1,17,555,110000,80000,1179000,205.840231910934,149.701986844316,2206.2330311181,2561.77524987335,0.89009009009009,0.846846846846847,0.0522522522522523,0.00720720720720721,1,1
4200121,11,"42","URBAN",1,16,654,11000,0,0,17.4680930750105,0,0,17.4680930750104,0.655963302752294,0.983180428134557,0.00305810397553517,0.00611620795107034,1,1
4200123,11,"42","URBAN",1,16,778,51000,0,0,68.0802496405584,0,0,68.0802496405583,0.854755784061697,0.40745501285347,0.365038560411311,0.208226221079692,1,1
4200133,11,"42","URBAN",1,15,190,0,5000,72000,0,27.3304614140116,393.558644361767,420.889105775778,0.863157894736842,0.936842105263158,0.0578947368421053,0,1,1
4200139,11,"42","URBAN",1,16,771,12000,5000,101000,16.1643195911664,6.73513316298599,136.049689892317,158.94914264647,0.761348897535668,0.651102464332036,0.0648508430609598,0.243839169909209,1,1
4200758,11,"42","URBAN",1,16,411,33000,0,0,83.3878311755973,0,0,83.3878311755973,0.778588807785888,0.987834549878346,0,0,1,1
4202100,11,"42","RURAL",9,15,3575,602000,147000,1292000,174.884373512428,42.7043237646626,375.333240162885,592.921937439975,0.572027972027972,0.0430769230769231,0.933706293706294,0.00475524475524476,0,1
4202130,11,"42","URBAN",2,15,1189,201000,35000,697000,175.567758015324,30.5715001519221,608.809588739706,814.948846906952,0.904121110176619,0.732548359966358,0.203532380151388,0.0126156433978133,0,1
4202280,11,"42","URBAN",23,15,17560,126000,649000,8379000,7.45206430810293,38.3840455234825,495.562276488845,541.39838632043,0.775712300208478,0.168451025056948,0.148177676537585,0.650227790432802,0,1
4202440,11,"42","URBAN",5,15,2737,603000,54000,677000,228.808985327242,20.4903568949769,256.888363294432,506.18770551665,0.439166971136281,0.134088417975886,0.828279137742053,0.010595542564852,0,0.743514797223237
4202590,11,"42","RURAL",12,16,5450,1253000,193000,1394000,238.772952250779,36.7782759652038,265.642055417068,541.193283633051,0.403119266055046,0.0113761467889908,0.980733944954128,0.00348623853211009,0,0.654311926605505
4203480,11,"42","URBAN",6,18,3062,739000,46000,790000,250.651214052343,15.6021053401999,267.949200407782,534.202519800323,0.456564337034618,0.0244937949052907,0.916394513389941,0.0447419986936643,0,0.605160026126715
4203630,11,"42","URBAN",4,15,1711,291000,68000,667000,176.633689255488,41.2752263552343,404.861411455019,622.770327065739,0.724137931034483,0.24780829924021,0.627118644067797,0.00584453535943892,0,1
4204020,11,"42","TOWN",4,17,2554,420000,52000,786000,170.788631232429,21.1452591049674,319.618724163546,511.552614500944,0.467501957713391,0.0199686765857478,0.944009397024276,0.0199686765857478,0,0.682850430696946
4204080,11,"42","RURAL",5,16,1797,293000,85000,761000,169.33631462638,49.1248694308611,439.812066316297,658.273250373539,0.638842515303283,0.155258764607679,0.834168057874235,0.00166944908180301,0,1
4204590,11,"42","TOWN",14,15,7473,1402000,147000,1185000,194.842454475161,20.4292730441146,164.684956171944,379.95668369122,0.295070988481114,0.0244881573665195,0.944466746955707,0.0145858423658504,0,0.116930083043129
4204920,11,"42","RURAL",2,15,1004,225000,35000,254000,232.744467220915,36.2046949010313,262.742642996055,531.691805118002,0.458167330677291,0.00398406374501992,0.961155378486056,0.00796812749003984,0,1
4205040,11,"42","URBAN",3,15,1426,252000,36000,359000,183.53190638189,26.2188437688414,261.460136472613,471.210886623344,0.462833099579243,0.142356241234222,0.809957924263675,0.0182328190743338,0,1
4205400,11,"42","URBAN",19,17,10831,2868000,228000,2008000,275.005355622254,21.8623504469575,192.542103936362,489.409810005574,0.328006016734042,0.186317052903702,0.579540208660327,0.108023266549718,0,0.437435367114788
4205550,11,"42","URBAN",17,15,8667,2109000,260000,2215000,252.719261410144,31.1555277224454,265.421130404679,549.295919537268,0.397369331948771,0.0872274143302181,0.725510557286258,0.134417907003577,0,0.360678435444791
4205910,11,"42","URBAN",6,15,3389,655000,105000,1001000,200.724456947403,32.1772030221027,306.756002144046,539.657662113553,0.501331754957088,0.207435821776335,0.711419297727943,0.0295072292711714,0,0.798165137614679
4206030,11,"42","URBAN",2,15,750,156000,19000,367000,216.019967016347,26.3101241878885,508.20081983974,750.530911043976,0.856,0.698666666666667,0.228,0.004,0,1
4206150,11,"42","RURAL",6,18,2404,463000,86000,810000,200.021688069101,37.1530565311938,349.929951049616,587.104695649913,0.531198003327787,0.00415973377703827,0.970049916805324,0.00540765391014975,0,1
4206360,11,"42","URBAN",3,15,1325,193000,59000,556000,151.27668227197,46.2452033888407,435.802255664329,633.32414132514,0.667676003028009,0.0973584905660377,0.679245283018868,0.193207547169811,0,0.738077214231643
4206430,11,"42","RURAL",3,16,893,132000,35000,283000,153.515783261682,40.7049425315066,329.128535326182,523.349261119371,0.479283314669653,0.0403135498320269,0.948488241881299,0.00895856662933931,0,0.527435610302352
4206660,11,"42","URBAN",11,15,4695,1052000,105000,1559000,232.70767316007,23.226526313505,344.858614502422,600.792813975998,0.571246006389776,0.0161874334398296,0.953354632587859,0.00724174653887114,0,1
4206860,11,"42","RURAL",6,18,2224,358000,54000,675000,167.177876383189,25.2167746499783,315.209683124729,507.604334157896,0.546762589928058,0.00584532374100719,0.977967625899281,0.00359712230215827,0,1
4207080,11,"42","TOWN",9,18,3890,532000,125000,989000,142.034089446185,33.3726713924306,264.044576056911,439.451336895527,0.496143958868895,0.0686375321336761,0.86452442159383,0.0236503856041131,0,0.894087403598972
4208010,11,"42","URBAN",1,15,409,73000,14000,258000,185.366014578162,35.5496466314283,655.129202207749,876.04486341734,0.992665036674817,0.814180929095355,0.0733496332518337,0.0097799511002445,0,1
4208060,11,"42","URBAN",4,16,1831,273000,61000,609000,154.847737143067,34.5996775301359,345.429567472996,534.876982146199,0.653741125068269,0.253413435281267,0.660841070453304,0.0125614418350628,0,1
4208280,11,"42","RURAL",4,18,535,96000,17000,168000,186.357987361335,33.0008935952364,326.126477882336,545.485358838908,0.517757009345794,0,0.968224299065421,0.0168224299065421,0,0.8
4208850,11,"42","URBAN",10,15,9016,1397000,158000,2212000,160.921126289288,18.2000987499696,254.801382499574,433.922607538831,0.394409937888199,0.181233362910382,0.563775510204082,0.18555900621118,0,0.626663708961846
4209300,11,"42","URBAN",23,15,12324,502000,360000,5706000,42.3041124581049,30.3376105277246,480.851126864435,553.492849850265,0.538218111002921,0.32667964946446,0.472979552093476,0.11643946770529,0,0.924131775397598
4209690,11,"42","URBAN",2,15,856,111000,39000,602000,134.67276430409,47.317457728464,730.387424423982,912.377646456536,0.897196261682243,0.789719626168224,0.192757009345794,0.0058411214953271,0,1
4210620,11,"42","URBAN",8,15,3780,853000,119000,832000,234.362321765548,32.6953297656509,228.592557689257,495.650209220455,0.380687830687831,0.215873015873016,0.634126984126984,0.0145502645502645,0,0.316666666666667
4210740,11,"42","URBAN",3,18,1922,338000,67000,458000,182.639150052843,36.2036185015991,247.481451846752,466.324220401194,0.472944849115505,0.00936524453694069,0.953173777315297,0.0135275754422477,0,1
4210920,11,"42","URBAN",5,18,2901,556000,54000,759000,199.047910636069,19.3319913207693,271.721878008591,490.101779965429,0.418459403192228,0.0827300930713547,0.872802481902792,0.00689417442261289,0,0.565232477446218
4210950,11,"42","URBAN",4,15,3138,446000,82000,1507000,147.608878280646,27.1388520605673,498.759147015547,673.506877356759,0.777246653919694,0.28585086042065,0.591140854047164,0.0239005736137667,0,1
4211420,11,"42","URBAN",6,15,2018,298000,45000,631000,153.364789421341,23.1591124965113,324.742221895525,501.26612381338,0.550049554013875,0.0782953419226957,0.852329038652131,0.054013875123885,0,1
4211580,11,"42","URBAN",13,15,6691,217000,405000,4716000,33.6821080286862,62.8629205143683,732.003785545088,828.548814088142,0.775070990883276,0.672395755492453,0.0415483485278733,0.239575549245255,0,1
4211700,11,"42","URBAN",10,15,10337,1038000,365000,3800000,104.287774017053,36.6715197651485,381.785685226204,522.744979008405,0.651929960336655,0.0198316726322918,0.590306665376802,0.366740833897649,0,0.815033375253942
4211880,11,"42","URBAN",7,15,2672,456000,54000,708000,177.238860547153,20.9888124332155,275.186651902158,473.414324882526,0.446107784431138,0.0767215568862275,0.86751497005988,0.0112275449101796,0,0.977919161676647
4212210,11,"42","URBAN",2,16,1244,168000,22000,344000,140.255358253256,18.366773104593,287.189543089999,445.811674447848,0.496784565916399,0.042604501607717,0.897909967845659,0.0257234726688103,0,0.561897106109325
4212330,11,"42","URBAN",3,15,1172,210000,44000,497000,186.089660481069,38.9902145769858,440.412196471862,665.492071529916,0.645904436860068,0.132252559726962,0.745733788395904,0.00938566552901024,0,1
4212840,11,"42","URBAN",9,17,3869,926000,67000,888000,248.56662606261,17.9848422745085,238.366267757665,504.917736094784,0.326699405531145,0.0475575084001034,0.940294649780305,0.00827087102610494,0,0.203411734298268
4213140,11,"42","URBAN",20,15,10851,643000,427000,4846000,61.5420232411721,40.8684975489588,463.81437733549,566.224898125621,0.77403004331398,0.193899179799097,0.164040180628513,0.579209289466409,0,1
4213440,11,"42","URBAN",7,15,4598,488000,133000,2119000,110.225331983782,30.0409203972193,478.621882118103,618.888134499104,0.747492368076755,0.0637233579817312,0.375815571987821,0.5426272292301,0,1
4213470,11,"42","URBAN",2,18,783,181000,23000,172000,240.07524087557,30.506798564299,228.137797959106,498.719837398974,0.406130268199234,0.033205619412516,0.957854406130268,0.00510855683269476,0,0
4214430,11,"42","TOWN",3,17,1038,202000,61000,504000,202.108498857373,61.0327645064343,504.270710020375,767.411973384182,0.611753371868979,0.023121387283237,0.900770712909441,0.0684007707129094,0,1
4214940,11,"42","URBAN",6,15,3763,389000,132000,1453000,107.360850550603,36.4309312922355,401.016236118319,544.808017961159,0.740632474089822,0.425989901674196,0.498538400212596,0.010629816635663,0,1
4215270,11,"42","TOWN",1,18,357,350000,12000,171000,1018.193660522,34.9094969321828,497.460331283606,1550.56348873779,0.647058823529412,0.316526610644258,0.574229691876751,0.0560224089635854,0,1
4215290,11,"42","TOWN",19,15,5416,1116000,108000,1550000,214.00114616791,20.70978833883,297.223814122098,531.934748628839,0.47562776957164,0.0252954209748892,0.946824224519941,0.0193870014771049,0,0.444793205317578
4215600,11,"42","URBAN",3,15,932,157000,23000,412000,174.950142484971,25.6296387079894,459.104832508332,659.684613701292,0.64472190692395,0.322961373390558,0.471030042918455,0.0118025751072961,0,0.69466515323496
4215830,11,"42","URBAN",7,17,3679,792000,68000,371000,223.576397585238,19.1959533280255,104.730863010257,347.50321392352,0.1709703723838,0.0622451753193803,0.860831747757543,0.022288665398206,0,0.212285947268279
4216020,11,"42","TOWN",5,16,1515,275000,63000,582000,188.517044076846,43.1875410066955,398.970616918997,630.675202002537,0.552159468438538,0.0508250825082508,0.895049504950495,0.0112211221122112,0,1
4216500,11,"42","URBAN",8,15,4048,442000,120000,1889000,113.399809760311,30.7872786679577,484.643078364767,628.830166793036,0.720602766798419,0.643774703557312,0.310770750988142,0.0138339920948617,0,1
4216530,11,"42","URBAN",3,16,1650,297000,40000,542000,186.940356071839,25.1771523329076,341.150414110898,553.267922515646,0.533998752339364,0.131515151515152,0.821818181818182,0.0175757575757576,0,1
4216620,11,"42","TOWN",7,15,3260,393000,87000,1172000,125.20034072296,27.7161059615712,373.37099065473,526.287437339261,0.668537574056751,0.266564417177914,0.681901840490797,0.0168711656441718,0,1
4216740,11,"42","URBAN",6,15,2238,270000,95000,888000,125.295144820268,44.0853287330571,412.081809631102,581.462283184428,0.662301216089804,0.280607685433423,0.580428954423593,0.0192135835567471,0,1
4216980,11,"42","URBAN",11,16,6972,799000,268000,2709000,119.020004224357,39.921603419434,403.535909191219,562.47751683501,0.699655765920826,0.422260470453242,0.244836488812392,0.267211703958692,0,0.982071141709696
4217880,11,"42","TOWN",4,18,1572,222000,51000,441000,146.666521939314,33.6936604455181,291.351063852421,471.711246237253,0.483460559796438,0.00826972010178117,0.968193384223919,0.00572519083969466,0,0.648218829516539
4218090,11,"42","TOWN",6,16,2136,288000,62000,685000,140.030229267295,30.1453965783761,333.058010583671,503.23363642934,0.555711610486891,0.0365168539325843,0.940543071161049,0.0112359550561798,0,0.958333333333333
4218300,11,"42","URBAN",6,17,3791,793000,113000,828000,217.245086850389,30.9567399925523,226.833457644542,475.035284487484,0.37720917963598,0.0509100501187022,0.72909522553416,0.204167765761013,0,0.157478237931944
4218450,11,"42","RURAL",3,15,1713,244000,60000,589000,147.932304863231,36.3767962778438,357.098883460833,541.407984601908,0.682428488032691,0.0233508464681845,0.923525977816696,0.0402802101576182,0,1
4218590,11,"42","URBAN",5,17,3987,901000,162000,1514000,234.697852493837,42.1987259755845,394.375747697746,671.272326167168,0.580887885628292,0.587409079508402,0.367444193629295,0.00200652119388011,0,1
4218990,11,"42","URBAN",266,15,154262,2094000,5531000,71760000,14.0977005071614,37.2370494293742,483.118905632235,534.453655568771,0.79351046544968,0.563171746768485,0.137590592628126,0.187499189690267,0,1
4219170,11,"42","URBAN",69,15,26653,2350000,1121000,12110000,91.5698121889181,43.6807487079903,471.876776854382,607.127337751289,0.705686378435678,0.556410160207106,0.336660038269613,0.016433422128841,0,0.912697811766487
4219560,11,"42","RURAL",2,15,918,148000,33000,296000,167.436290841396,37.3337675524733,334.872581682791,539.64264007666,0.52723311546841,0.00544662309368192,0.993464052287582,0.00108932461873638,0,1
4219680,11,"42","URBAN",7,15,3061,453000,131000,1108000,153.697014956157,44.4465981440541,375.930005676427,574.073618776638,0.658904558871761,0.390068605031036,0.448219536099314,0.115975171512578,0,0.744506395539521
4219800,11,"42","TOWN",8,16,2258,627000,61000,704000,288.385993644925,28.0566915667311,323.80181742588,640.244502637538,0.464127546501329,0.00265721877767936,0.983613817537644,0.00664304694419841,0,0.599202834366696
4220040,11,"42","URBAN",24,15,18060,1174000,723000,8492000,67.5119902880335,41.5768049218468,488.340563480392,597.429358690271,0.902448503692188,0.104928017718715,0.0890919158361019,0.770376522702104,0,1
4220220,11,"42","TOWN",2,15,1234,389000,71000,438000,327.389692562333,59.7549310332279,368.62901116273,755.773634758291,0.464343598055105,0.0137763371150729,0.981361426256078,0,0,1
4220400,11,"42","RURAL",6,15,3036,458000,93000,741000,156.673040332496,31.813521290223,253.481927699518,441.968489322237,0.410737812911726,0.0586297760210804,0.884387351778656,0.0108695652173913,0,0
4220460,11,"42","RURAL",2,15,879,174000,40000,341000,205.584767769561,47.2608661539222,402.898883962186,655.74451788567,0.598407281001138,0.245733788395904,0.742889647326507,0.00568828213879408,0,1
4220640,11,"42","RURAL",5,17,2232,492000,52000,473000,228.929348833495,24.1957848360604,220.088581297242,473.213714966797,0.30421146953405,0.0017921146953405,0.963709677419355,0.0129928315412186,0,0.422491039426523
4221090,11,"42","URBAN",18,15,9798,653000,199000,3254000,69.2159695373835,21.0933812219591,344.913881890729,435.223232650071,0.622836661546339,0.119208001632986,0.623392529087569,0.183404776484997,0,0.501280081925243
4221180,11,"42","RURAL",2,18,556,127000,17000,193000,237.224472633129,31.7544569666393,360.506482033023,629.485411632791,0.45863309352518,0.00179856115107914,0.992805755395683,0.00359712230215827,0,1
4221240,11,"42","TOWN",3,18,2447,388000,87000,872000,164.675244416913,36.9246037738955,370.094879205021,571.694727395832,0.606048222313036,0.0134859011033919,0.942378422558235,0.0290151205557826,0,1
4221490,11,"42","TOWN",2,15,1158,160000,34000,521000,143.496723140924,30.4930536674464,467.261204727635,641.250981536005,0.730968858131488,0.0336787564766839,0.684801381692573,0.272884283246978,0,1
4221540,11,"42","TOWN",8,18,2957,493000,88000,803000,173.151458955053,30.9073598134781,282.029658297987,486.08847706652,0.484950963814677,0.0399053094352384,0.851200541088941,0.0818397024010822,0,0.394318566114305
4221910,11,"42","URBAN",3,15,1566,288000,38000,544000,190.999086663437,25.2012683792035,360.776052586492,576.976407629134,0.52234993614304,0.0338441890166028,0.9272030651341,0.00191570881226054,0,1
4222200,11,"42","RURAL",2,18,623,95000,19000,232000,158.367521195155,31.6735042390311,386.750157023958,576.791182458144,0.537720706260032,0.0192616372391653,0.980738362760835,0,0,1
4222400,11,"42","URBAN",6,16,3989,480000,71000,1349000,124.970573123984,18.4852306079226,351.219381550529,494.675185282437,0.619954875908749,0.653797944346954,0.296565555277012,0.0233141138129857,0,1
4222790,11,"42","URBAN",5,15,1800,319000,32000,535000,184.055474033693,18.4632450441323,308.682378081586,511.201097159412,0.566111111111111,0.348333333333333,0.593333333333333,0.00277777777777778,0,1
4222800,11,"42","URBAN",2,15,1316,107000,33000,601000,84.441987925054,26.0428560890353,474.295651803341,584.78049581743,0.749240121580547,0.462006079027356,0.218085106382979,0.204407294832827,0,1
4222830,11,"42","URBAN",3,15,1383,77000,42000,769000,57.8227983350671,31.5397081827639,577.477037917748,666.839544435579,0.845263919016631,0.508315256688359,0.377440347071584,0.00795372378886479,0,1
4223850,11,"42","TOWN",6,17,2736,617000,58000,680000,234.206870728405,22.0162050279538,258.121024465665,514.344100222025,0.340643274853801,0.0087719298245614,0.96016081871345,0.0116959064327485,0,0.681286549707602
4223880,11,"42","RURAL",2,16,390,91000,16000,132000,242.330091204236,42.6074885633821,351.511780647903,636.44936041552,0.505128205128205,0,0.987179487179487,0.00512820512820513,0,1
4224090,11,"42","TOWN",3,15,1212,249000,51000,419000,213.367018068793,43.7016783996324,359.039279400901,616.107975869327,0.555280528052805,0.0107260726072607,0.964521452145215,0.0156765676567657,0,1
4224150,11,"42","URBAN",9,15,2912,420000,109000,1032000,149.79195198064,38.8745780140233,368.060224866716,556.726754861381,0.535370879120879,0.174450549450549,0.788804945054945,0.00721153846153846,0,1
4224320,11,"42","URBAN",14,18,12216,1448000,241000,3574000,123.103414280008,20.4888969899736,303.847791876207,447.440103146188,0.455964508708511,0.440487884741323,0.371316306483301,0.0409299279633268,0,0.767745645744331
4224990,11,"42","URBAN",3,15,1540,274000,67000,727000,184.782314443304,45.1839965974503,490.280082482782,720.246393523539,0.655194805194805,0.287662337662338,0.593506493506494,0.0181818181818182,0,1
4225680,11,"42","URBAN",7,16,2990,540000,49000,666000,187.565574654019,17.0198391815684,231.330875406624,435.916289242211,0.487959866220736,0.218060200668896,0.716387959866221,0.0107023411371237,0,0.560869565217391
4226300,11,"42","URBAN",9,15,7044,715000,163000,2742000,105.418602586413,24.0324926176019,404.276654953769,533.727750157784,0.668581275129236,0.180579216354344,0.587308347529813,0.200880181714935,0,1
4226370,11,"42","URBAN",5,15,1100,34000,34000,534000,32.1008692244572,32.1008692244572,504.172475466475,568.37421391539,0.986363636363636,0.953636363636364,0.0145454545454545,0.00545454545454545,0,0.656363636363636
4226390,11,"42","URBAN",11,17,5289,490000,130000,1990000,96.2172795479099,25.5270333494455,390.759972041512,512.504284938867,0.732885906040268,0.920778975231613,0.047456986197769,0.00907543959160522,0,0.838159156279962
4226400,11,"42","RURAL",2,17,1039,266000,21000,260000,265.88672182178,20.99105698593,259.889276968657,546.767055776366,0.414821944177093,0.00962463907603465,0.944177093358999,0.0182868142444658,0,0.556304138594803
4226820,11,"42","URBAN",10,15,5196,568000,320000,3695000,113.52976889146,63.9604331782873,738.543126855536,916.033328925283,0.868167821401078,0.415704387990762,0.171862971516551,0.395111624326405,0,1
4500002,11,"45","RURAL",5,14,2193,175000,0,1111000,82.8762281820232,0,526.145654344159,609.021882526183,0.762425900592795,0.556771545827633,0.359325125398997,0.0296397628818969,0,1
4500720,11,"45","URBAN",40,16,24729,1337000,11000,6428000,56.1507308261665,0.461973103281849,269.960282535975,326.572986465423,0.583444538800598,0.334061223664523,0.560273363257714,0.0679364309110761,0.012131505519835,0.81810829390594
4500750,11,"45","RURAL",4,14,1392,90000,0,918000,67.1481164051146,0,684.910787332169,752.058903737284,0.928879310344828,0.948275862068966,0.0244252873563218,0.0237068965517241,0,1
4500840,11,"45","RURAL",5,15,2584,372000,0,1221000,149.513700676652,0,490.74254980159,640.256250478243,0.640479876160991,0.0952012383900929,0.852941176470588,0.021671826625387,0,1
