"LEAID","YEAR","FIPST","URBANICITY","OPERATIONAL_SCHOOLS","TREATED","V33","A09","C10","C25","A09_PUPIL","C10_PUPIL","C25_PUPIL","ALL_PUPIL","TOTFRL_PCT","BL_PCT","WH_PCT","HI_PCT","CHARTER_PCT","TITLEI_PCT"
400343,10,"04","URBAN",2,14,414,53000,0,0,138.531458097352,0,0,138.531458097351,0.0966183574879227,0.0990338164251208,0.176328502415459,0.669082125603865,1,1
400351,10,"04","URBAN",1,14,36,0,0,8000,0,0,240.469700848233,240.469700848233,0.777777777777778,0.0833333333333333,0.472222222222222,0.25,1,1
400355,10,"04","URBAN",1,15,576,0,0,145000,0,0,272.407082992139,272.407082992139,0.755208333333333,0.046875,0.03125,0.907986111111111,1,1
400357,10,"04","URBAN",1,16,161,0,0,0,0,0,0,0,0.714285714285714,0.0062111801242236,0.652173913043478,0.31055900621118,1,1
400370,10,"04","URBAN",1,17,105,1000,0,33000,10.3058443220671,0,340.092862628215,350.398706950282,0.876190476190476,0.228571428571429,0.228571428571429,0.380952380952381,1,1
400389,10,"04","URBAN",1,18,397,0,0,98000,0,0,267.121254594636,267.121254594637,0.947103274559194,0.0931989924433249,0.0881612090680101,0.73551637279597,1,1
400445,10,"04","URBAN",1,18,469,21000,0,294000,48.4528501709126,0,678.339902392776,726.792752563689,0.897654584221748,0.170575692963753,0.0533049040511727,0.720682302771855,1,1
401050,10,"04","URBAN",5,16,2752,35000,0,1908000,13.762346614679,0,750.244495451645,764.006842066323,0.994549418604651,0.149709302325581,0.0723110465116279,0.707485465116279,0,1
401080,10,"04","RURAL",1,18,461,25000,0,163000,58.6829530269548,0,382.612853735746,441.295806762701,0.688888888888889,0.0108459869848156,0.568329718004338,0.349240780911063,0,1
401290,10,"04","RURAL",1,18,40,0,0,0,0,0,0,0,0,0.025,0.75,0.225,0,1
401380,10,"04","TOWN",7,15,4410,306000,0,1533000,75.0854372036319,0,376.16331775545,451.248754959082,0.612698412698413,0.0870748299319728,0.330612244897959,0.549433106575964,0,1
401460,10,"04","URBAN",9,14,5644,48000,0,964000,9.20295098923074,0,184.825932367051,194.028883356281,0.319465584305767,0.0790219702338767,0.48954642097803,0.319454287739192,0,0.289362421782513
401500,10,"04","RURAL",7,16,3325,121000,0,1780000,39.3791735674775,0,579.296933471983,618.676107039462,0.71218045112782,0.0288721804511278,0.52812030075188,0.40781954887218,0,1
401680,10,"04","URBAN",24,18,17672,496000,0,8169000,30.3716824520855,0,500.214261998159,530.585944450244,0.847942957387811,0.0440244454504301,0.0436283386147578,0.887788592123133,0,1
402190,10,"04","RURAL",1,14,241,7000,0,79000,31.4306870403292,0,354.717753740858,386.148440781187,0.795180722891566,0.00829875518672199,0.70954356846473,0.157676348547718,0,1
402400,10,"04","URBAN",11,18,6079,353000,0,2323000,62.8369994731729,0,413.513738742721,476.350738215894,0.649942424740911,0.0210560947524264,0.162033229149531,0.78022701102155,0,1
402790,10,"04","RURAL",4,15,1057,85000,0,714000,87.0195464280502,0,730.964189995621,817.983736423672,0.846958174904943,0.0794701986754967,0.0719016083254494,0.799432355723746,0,1
402860,10,"04","URBAN",20,17,10130,808000,0,1692000,86.3127178957724,0,180.743958761939,267.056676657712,0.334287688814296,0.0128331688055281,0.470187561697927,0.246692991115499,0,0.24405173264883
403290,10,"04","RURAL",4,17,1579,44000,0,836000,30.1538953565232,0,572.92401177394,603.077907130464,0.992376111817027,0.0012666244458518,0.00253324889170361,0.0202659911336289,0,1
403420,10,"04","URBAN",17,16,12790,683000,0,6736000,57.7860536010198,0,569.907550595124,627.693604196144,0.868816530995617,0.0926505082095387,0.128303362001564,0.722830336200156,0,1
403900,10,"04","RURAL",1,18,122,3000,0,89000,26.6093521430422,0,789.410780243584,816.020132386626,0.811475409836066,0,0.0819672131147541,0.918032786885246,0,1
403950,10,"04","RURAL",6,15,996,38000,0,485000,41.285460687799,0,526.932853515329,568.218314203129,0.641260162601626,0.00100401606425703,0.00100401606425703,0.00200803212851406,0,1
403960,10,"04","URBAN",14,16,7413,130000,0,3966000,18.9767671652794,0,578.937373673062,597.914140838342,0.985925023683854,0.01902063941724,0.0164575745312289,0.95359503574801,0,0.990391121938016
404060,10,"04","TOWN",4,16,2097,120000,0,964000,61.9235281154247,0,497.452342527245,559.375870642671,0.824988078206962,0,0.00715307582260372,0.00810681926561755,0,1
404770,10,"04","RURAL",2,15,969,19000,0,302000,21.2179147807264,0,337.253171777862,358.471086558588,0.732456140350877,0.00619195046439629,0.418988648090815,0.503611971104231,0,1
405190,10,"04","TOWN",4,14,1759,122000,0,566000,75.0527946365434,0,348.195752166259,423.248546802802,0.617445838084379,0.0130756111426947,0.649232518476407,0.234223990903923,0,1
405670,10,"04","URBAN",6,16,3128,102000,0,1601000,35.286314798382,0,553.856764629505,589.143079427887,0.11271676300578,0.109335038363171,0.126918158567775,0.6326726342711,0,1
405820,10,"04","TOWN",4,17,2882,212000,0,906000,79.600310412635,0,340.178685065317,419.778995477953,0.696391394864677,0.00416377515614157,0.222761970853574,0.0287994448299792,0,1
405980,10,"04","TOWN",6,18,1829,109000,0,617000,64.4890039726945,0,365.043261019748,429.532264992442,0.748496446145435,0.00492072170585019,0.178239475123018,0.454346637506834,0,0.98141060688901
406360,10,"04","RURAL",1,17,226,10000,0,120000,47.8811351246481,0,574.573621495777,622.454756620425,0.986725663716814,0.00442477876106195,0.216814159292035,0.769911504424779,0,1
407080,10,"04","URBAN",21,18,10493,248000,0,7105000,25.5755442815808,0,732.718718228354,758.294262509935,0.0392382046128816,0.133517583150672,0.0324025540836748,0.805394072238635,0,0.993396497272466
408130,10,"04","RURAL",1,16,679,19000,0,361000,30.2800580596817,0,575.321103133953,605.601161193635,0.995548961424332,0.00883652430044183,0.126656848306333,0.699558173784978,0,1
408230,10,"04","TOWN",3,16,445,15000,0,161000,36.4757411399005,0,391.506288234932,427.982029374831,0.773033707865169,0.00898876404494382,0.132584269662921,0.833707865168539,0,1
408310,10,"04","URBAN",25,14,12066,1071000,0,4655000,96.0503665869433,0,417.473815557629,513.524182144572,0.698150758769384,0.121581302834411,0.235206364992541,0.509116525774905,0,0.948088564557592
408550,10,"04","RURAL",2,14,1302,55000,0,512000,45.7114062672332,0,425.531636524062,471.243042791295,0.742703533026114,0.0560675883256528,0.303379416282642,0.583717357910906,0,1
408600,10,"04","RURAL",3,16,840,78000,0,297000,100.481982140154,0,382.604470456742,483.086452596896,0.53579418344519,0.0678571428571429,0.621428571428571,0.273809523809524,0,0.576062639821029
409060,10,"04","URBAN",32,14,22349,1112000,0,12228000,53.8417997693211,0,592.066121923793,645.907921693114,0.751506430434392,0.0802273032350441,0.354244037764553,0.48400375855743,0,0.922564978865006
409120,10,"04","RURAL",1,14,88,7000,0,62000,86.0772224627197,0,762.398256098374,848.475478561094,0.965909090909091,0.0113636363636364,0.102272727272727,0.863636363636364,0,1
409160,10,"04","TOWN",5,15,2160,0,0,1101000,0,0,551.577376320634,551.577376320634,0.993055555555556,0,0.00509259259259259,0.00833333333333333,0,1
409430,10,"04","TOWN",9,17,2533,91000,0,827000,38.8757767458947,0,353.299641415988,392.175418161883,0.638382236320381,0.000789577575996842,0.00434267666798263,0.000394788787998421,0,1
500006,10,"05","TOWN",5,16,1528,119000,6000,694000,84.2745581179507,4.24913738409835,491.483557427376,580.007252929425,0.733638743455497,0.344895287958115,0.449607329842932,0.196989528795812,0,0.719240837696335
500017,10,"05","TOWN",6,18,2919,247000,11000,1236000,91.5663146600927,4.07785206988267,458.202287124999,553.846453854974,0.637204522096608,0.0161014045906132,0.895512161699212,0.0493319630010277,0.159643713600548,0.57245632065776
500020,10,"05","RURAL",2,17,593,59000,9000,263000,107.663921711983,16.4233100916584,479.925617122906,604.012848926548,0.693086003372681,0.00674536256323777,0.966273187183811,0.0118043844856661,0,1
500023,10,"05","RURAL",5,17,1548,133000,6000,750000,92.972297130276,4.19423896828313,524.279871035391,621.44640713395,0.736434108527132,0.371447028423773,0.55749354005168,0.0555555555555556,0,0.722222222222222
500026,10,"05","URBAN",11,15,4944,184000,17000,1993000,40.2728382488545,3.72086005560069,436.216122988951,480.209821293406,0.796925566343042,0.956917475728155,0.0208333333333333,0.00768608414239482,0,0.653519417475728
500047,10,"05","TOWN",4,18,1613,119000,6000,613000,79.8335553652998,4.02522127892268,411.243440663267,495.10221730749,0.716057036577805,0.0898946063236206,0.856788592684439,0.0458772473651581,0,0.735895846249225
500065,10,"05","RURAL",2,16,774,79000,3000,342000,110.448292831456,4.19423896828313,478.143242384277,592.785774184016,0.843669250645995,0.60594315245478,0.36046511627907,0.0155038759689922,0,1
500070,10,"05","RURAL",3,17,833,99000,3000,384000,128.606544691342,3.89716802094975,498.837506681568,631.34121939386,0.642256902761104,0.00840336134453781,0.969987995198079,0.00600240096038415,0,1
502670,10,"05","RURAL",3,16,549,21000,2000,3e+05,41.3923255558433,3.94212624341365,591.318936512048,636.653388311304,0.983606557377049,0.615664845173042,0.340619307832423,0.0273224043715847,0,1
502730,10,"05","RURAL",2,16,809,47000,3000,297000,62.866924263784,4.012782399816,397.265457581784,464.145164245383,0.697156983930779,0.337453646477132,0.622991347342398,0.0247218788627936,0,0
503320,10,"05","TOWN",7,16,2974,290000,13000,1498000,105.518816276713,4.73015383309402,545.059264767296,655.308234877102,0.992938802958978,0.776395427034297,0.186953597848016,0.0279085406859449,0.0275722932078009,1
503450,10,"05","TOWN",3,15,1366,184000,0,546000,145.760550733775,0,432.528590764354,578.28914149813,0.645680819912152,0.00658857979502196,0.930453879941435,0.0461200585651537,0,0.767935578330893
503630,10,"05","TOWN",2,17,672,150000,3000,296000,241.543226298448,4.83086452596896,476.645299895604,723.019390720021,0.991071428571429,0.569940476190476,0.380952380952381,0.0133928571428571,0,1
504350,10,"05","RURAL",2,16,567,31000,2000,271000,59.1631803674223,3.81697937854338,517.200705792628,580.180865538593,0.885361552028219,0.537918871252205,0.368606701940035,0.0652557319223986,0,1
504980,10,"05","RURAL",3,16,535,41000,2000,246000,82.9283360869139,4.04528468716653,497.570016521484,584.543637295565,0.783177570093458,0.0186915887850467,0.566355140186916,0.31214953271028,0,1
505170,10,"05","TOWN",2,17,429,39000,2000,364000,98.3739685288225,5.04481889891397,918.157039602343,1021.57582703008,0.986013986013986,0.916083916083916,0.0652680652680653,0.0163170163170163,0,1
505410,10,"05","URBAN",5,16,1660,47000,6000,884000,30.638157668314,3.91125417042306,576.258114442331,610.807526281066,0.926506024096385,0.919277108433735,0.0620481927710843,0.0114457831325301,0,1
505470,10,"05","TOWN",3,15,1032,45000,3000,4e+05,47.1851883931852,3.14567922621235,419.423896828313,469.75476444771,0.727713178294574,0.261627906976744,0.664728682170543,0.0552325581395349,0,1
505680,10,"05","TOWN",8,18,4664,551000,14000,1323000,127.839756272125,3.24819707406489,306.954623499132,438.042576845324,0.60827615780446,0.507504288164666,0.418310463121784,0.0548885077186964,0,0.709691252144082
505850,10,"05","TOWN",2,16,757,51000,3000,280000,72.9032976812014,4.28842927536479,400.253399034047,477.445125990613,0.759577278731836,0.391017173051519,0.562747688243065,0.035667107001321,0,1
506210,10,"05","TOWN",3,16,968,84000,3000,322000,93.9024245047851,3.35365801802804,359.95929393501,457.215376457822,0.65599173553719,0.543388429752066,0.428719008264463,0.0237603305785124,0,0.703512396694215
506270,10,"05","TOWN",5,16,3429,487000,16000,1890000,153.68601615891,5.04923256374242,596.440596592073,755.175845314724,0.995625546806649,0.823855351414407,0.16010498687664,0.00904053659959172,0.141732283464567,1
507170,10,"05","RURAL",2,17,611,47000,2000,176000,83.2395118320806,3.54210688647151,311.705406009493,398.487024728046,0.540098199672668,0.0147299509001637,0.927986906710311,0.0180032733224223,0,0.522094926350245
507710,10,"05","RURAL",2,16,508,35000,2000,210000,74.5550745740092,4.26028997565767,447.330447444055,526.145811993722,0.742125984251969,0.153543307086614,0.584645669291339,0.257874015748031,0,1
507740,10,"05","RURAL",2,18,667,41000,3000,295000,66.5167313440764,4.8670779032251,478.595993817135,549.979803064436,0.991004497751124,0.0914542728635682,0.886056971514243,0.0119940029985007,0,1
507840,10,"05","TOWN",5,15,2632,165000,10000,1240000,67.8376720667982,4.11137406465444,509.81038401715,581.759430148602,0.807370820668693,0.468465045592705,0.253039513677812,0.271656534954407,0,0.699468085106383
507890,10,"05","URBAN",8,17,3718,218000,14000,1690000,63.4482992286488,4.07466141835359,491.869842644113,559.392803291116,0.777568585260893,0.390263582571275,0.446207638515331,0.118074233458849,0,0.671059709521248
507990,10,"05","TOWN",3,16,1012,99000,4000,463000,105.858944395146,4.27712906647054,495.077689443965,605.213762905582,0.75,0.00889328063241107,0.971343873517787,0.00494071146245059,0,1
508040,10,"05","URBAN",12,15,5789,138000,25000,2441000,25.7957651108572,4.67314585341617,456.285961127555,486.754872091828,0.993781309379858,0.794783209535326,0.19036102953878,0.00777336327517706,0,0.822940058732078
508280,10,"05","URBAN",11,16,5534,624000,20000,2507000,122.01642934258,3.91078299174936,490.216648015782,616.143860350112,0.716660643295988,0.416516082399711,0.461872063606794,0.097397903867004,0,0.967654499457897
508640,10,"05","RURAL",5,18,1250,142000,6000,660000,122.928111073617,5.19414553832183,571.356009215401,699.478265827339,0.9808,0.76,0.1288,0.1056,0,0.7232
509360,10,"05","TOWN",3,16,1103,111000,5000,620000,108.898110220936,4.90532028022234,608.25971474757,722.063145248728,0.915684496826836,0.926563916591115,0.0471441523118767,0.0226654578422484,0,1
509510,10,"05","RURAL",2,15,502,10000,2000,281000,21.5560488808177,4.31120977616354,605.724973550977,631.592232207958,0.954183266932271,0.884462151394422,0.0756972111553785,0.0179282868525896,0,1
509630,10,"05","TOWN",2,16,1188,86000,5000,457000,78.3348267914698,4.55435039485289,416.267626089554,499.156803275877,0.761784511784512,0.468013468013468,0.498316498316498,0.0244107744107744,0,1
509780,10,"05","RURAL",4,14,527,58000,2000,264000,119.094102317626,4.1066931833664,542.083500204365,665.284295705357,0.899430740037951,0.647058823529412,0.201138519924099,0.134724857685009,0,1
510260,10,"05","RURAL",3,16,716,63000,7000,282000,95.2139108805503,10.5793234311723,426.195601084368,531.988835396091,0.744413407821229,0.00418994413407821,0.949720670391061,0.00558659217877095,0,1
510680,10,"05","URBAN",20,17,9400,979000,28000,2951000,112.700985860307,3.22331726668908,339.714616214267,455.638919341263,0.684468085106383,0.588085106382979,0.332978723404255,0.0665957446808511,0.0481914893617021,0.816595744680851
511130,10,"05","TOWN",3,17,1181,160000,5000,429000,146.60303523347,4.58134485104592,393.07938821974,544.263768304256,0.607959356477561,0.0287891617273497,0.859441151566469,0.0245554614733277,0,0.729889923793395
511820,10,"05","RURAL",3,15,1050,128000,4000,426000,131.914807322459,4.12233772882685,439.028968120059,575.066113171346,0.758095238095238,0.378095238095238,0.560952380952381,0.040952380952381,0,0.403809523809524
512520,10,"05","TOWN",6,16,2302,206000,8e+05,16000,96.8355398289799,376.060348850407,7.52120697700815,480.417095656394,0.638140747176368,0.195047784535187,0.69635099913119,0.0682015638575152,0,1
512570,10,"05","RURAL",2,15,537,67000,2000,155000,135.012318074008,4.03021844997038,312.341929872705,451.384466396683,0.534450651769088,0.00558659217877095,0.955307262569832,0.0148975791433892,0,0
512960,10,"05","TOWN",4,15,1835,173000,8000,667000,102.019434392561,4.71766170601438,393.335044738949,500.072140837524,0.623978201634877,0.446866485013624,0.505722070844687,0.023433242506812,0,0.69700272479564
514040,10,"05","RURAL",2,17,498,67000,2000,141000,145.585571899081,4.34583796713674,306.38157668314,456.312986549357,0.594377510040161,0.00200803212851406,0.985943775100402,0.00803212851405622,0,1
600011,10,"06","RURAL",6,18,180,0,5000,54000,0,30.0587126060291,324.634096145114,354.692808751143,0.766666666666667,0.0555555555555556,0.727777777777778,0.116666666666667,0,0.577777777777778
600014,10,"06","URBAN",31,15,23137,1034000,602000,6768000,48.3600085597453,28.1554401866215,316.538237845606,393.053686591973,0.62590830449827,0.0824220944807019,0.300643990145654,0.582789471409431,0.0719723183391004,0.485856401384083
600016,10,"06","URBAN",15,18,14233,1329000,219000,2676000,101.041877743473,16.6502417049064,203.452268503788,321.144387952168,0.439231959487973,0.0902128855476709,0.299163914845781,0.515281388322912,0.151146434097623,0.26311717541145
600017,10,"06","URBAN",19,18,14823,0,357000,4128000,0,26.0618346092347,301.353650607621,327.415485216856,0.584917145755834,0.109694393847399,0.448289819874519,0.384402617553802,0.0911058505241799,0.126276631721339
600022,10,"06","RURAL",6,18,2779,19000,143000,1737000,7.39840209518672,55.682710505879,676.369707333649,739.450819934714,0.924433249370277,0,0.00251889168765743,0.821158690176322,0,1
600027,10,"06","URBAN",28,18,22065,2147000,540000,6036000,105.293361193981,26.4827270818584,296.018038270551,427.79412654639,0.546258904668996,0.0505778382053025,0.36274643099932,0.520734194425561,0.0138391034075956,0.390262716094197
600033,10,"06","TOWN",9,18,2324,1000,115000,1239000,0.465625496478936,53.5469320950777,576.909990137402,630.922547728959,0.82960413080895,0.0357142857142857,0.230206540447504,0.719879518072289,0,0.975043029259897
600045,10,"06","TOWN",7,18,2205,159000,72000,883000,78.0299641527939,35.3343233899444,433.336216018346,546.700503561084,0.73968253968254,0.0072562358276644,0.383219954648526,0.56281179138322,0,0.977324263038549
600051,10,"06","TOWN",7,18,2074,210000,56000,658000,109.567920588997,29.2181121570659,343.312817845524,482.098850591587,0.665863066538091,0.00916104146576664,0.403567984570878,0.535679845708775,0,1
600052,10,"06","TOWN",8,18,3884,268000,102000,1175000,74.6669565455635,28.418020774804,327.36445500387,430.449432324238,0.614315139031926,0.0254891864057673,0.599124613800206,0.162203913491246,0,0.622554067971164
600063,10,"06","TOWN",6,15,3875,123000,65000,804000,34.3483817856766,18.1515838704795,224.521129721008,277.021095377164,0.628615702479339,0.0252903225806452,0.496,0.365935483870968,0.53125,0.46875
600064,10,"06","URBAN",22,15,13656,1134000,403000,4735000,89.8591742405193,31.9340804399729,375.205634946084,496.998889626576,0.825937316930287,0.00593145869947276,0.174135910954892,0.743409490333919,0.0515524311657879,0.880272407732865
601620,10,"06","URBAN",31,18,20682,2147000,377000,4490000,112.334301070748,19.7252126239738,234.923619845206,366.983133539927,0.479371221281741,0.0975727685910454,0.0780388743835219,0.420800696257615,0,0.346602176541717
601710,10,"06","URBAN",14,17,8618,215000,348000,3523000,26.9963373834608,43.6963972532296,442.363240008988,513.055974645679,0.833895152853656,0.221861220700859,0.108029705268044,0.605012763982362,0.0504475183075671,0.582471230965942
601950,10,"06","URBAN",12,15,8087,17000,302000,4193000,2.27475356929514,40.4103281133607,561.061277414972,603.746359097628,0.981451712625201,0.00556448621243972,0.0275751205638679,0.93780140966984,0.0280697415605292,0.895016693458637
602070,10,"06","RURAL",6,14,88,12000,3000,36000,147.560952793234,36.8902381983084,442.682858379701,627.134049371243,0.488636363636364,0,0.545454545454545,0.0454545454545455,0,0.863636363636364
602450,10,"06","TOWN",12,18,4049,478000,50000,622000,127.747672641281,13.3627272637324,166.232327160831,307.342727065843,0.399604840701408,0.00395159298592245,0.730550753272413,0.166213879970363,0,0.110891578167449
602820,10,"06","URBAN",14,18,26084,1114000,409000,4436000,46.2150977745818,16.9676615707396,184.03067659609,247.213435941412,0.619373175603011,0.197784082195982,0.215841128661248,0.530708480294433,0.111422645567676,0.767437394377016
602850,10,"06","URBAN",29,18,19081,1647000,465000,5438000,93.4039719006696,26.3708845985497,308.397570853577,428.172427352796,0.573375427519074,0.224778575546355,0.232954247680939,0.345002882448509,0.0258879242304657,0.42262562483557
603180,10,"06","URBAN",6,16,2171,31000,47000,535000,15.4516459089491,23.4266889587293,266.665501977025,305.543836844703,0.783970520497467,0.0469829571625979,0.354675264854906,0.529709811146937,0.538922155688623,0.82081989866421
603420,10,"06","URBAN",10,18,4505,2e+05,191000,2179000,48.0405617676825,45.8787364881368,523.4019204589,617.321218714719,0.825305216426193,0.041953385127636,0.230188679245283,0.665704772475028,0,0.994672586015538
603600,10,"06","URBAN",18,18,10518,433000,320000,3903000,44.5479380208007,32.9222636643331,401.548734630912,479.018936316046,0.72852102603223,0.0136908157444381,0.0421182734360145,0.912055523863852,0,0.464956612949366
603630,10,"06","URBAN",42,18,27590,777000,1256000,14656000,30.4748934039814,49.2618611523817,574.826303383206,654.563057939569,0.882384922073215,0.0909749909387459,0.109423704240667,0.765893439652048,0,0.989235230155854
603690,10,"06","URBAN",23,18,19923,8e+05,573000,6659000,43.4518357202047,31.1223773345966,361.682217576054,436.256430630855,0.607666800643087,0.0377955127239874,0.0411082668272851,0.857752346534157,0.218900723472669,0.779943729903537
603840,10,"06","URBAN",9,18,4595,205000,181000,2048000,48.2771053389542,42.6251515431742,482.300057239894,573.202314122022,0.906966586590959,0.0898803046789989,0.15930359085963,0.613710554951034,0,0.706922908932081
604020,10,"06","TOWN",12,18,6155,497000,147000,1766000,87.3778206250321,25.8441441285306,310.481350550919,423.703315304481,0.703005686433794,0.148009748172218,0.273923639317628,0.497644191714054,0,0.701056051990252
604110,10,"06","URBAN",7,18,4526,317000,404000,1792000,75.7909916615122,96.591673915618,428.446236774227,600.828902351357,0.883119752540875,0.0101634997790544,0.0114891736632788,0.94675209898365,0,0.708351745470614
