"LEAID","FIPST","YEAR","V33","A09","C10","C25","OPERATIONAL_SCHOOLS","SCHLEV","AGCHRT","GSLO","GSHI","LOCALE","URBANICITY"
"1900022","19",8,1266,398000,7000,176000,4,"03","3","PK","12","42","Rural"
"1900023","19",8,648,154000,4000,113000,4,"03","2","PK","12","43","Rural"
"1900024","19",8,520,167000,3000,119000,2,"03","3","PK","12","43","Rural"
"1900025","19",8,868,199000,4000,110000,4,"03","2","PK","12","43","Rural"
"1900026","19",8,622,119000,3000,98000,2,"03","3","PK","12","43","Rural"
"1900027","19",8,681,155000,3000,109000,3,"03","3","PK","12","42","Rural"
"1900028","19",8,694,222000,4000,127000,3,"03","3","PK","12","43","Rural"
"1900031","19",8,87,25000,1000,22000,1,"01","3","PK","06","43","Rural"
"1900032","19",8,199,53000,1000,48000,1,"01","3","KG","06","42","Rural"
"1900040","19",8,917,193000,5000,160000,4,"03","3","PK","12","42","Rural"
"1900060","19",8,515,124000,3000,82000,2,"03","3","PK","12","42","Rural"
"1903030","19",8,86,22000,1000,24000,2,"03","3","PK","12",NA,NA
"1903060","19",8,592,134000,3000,104000,4,"03","3","PK","12","43","Rural"
"1903090","19",8,366,102000,2000,63000,2,"03","3","PK","12","43","Rural"
"1903150","19",8,1492,516000,7000,167000,6,"03","3","PK","12","41","Rural"
"1903220","19",8,586,178000,3000,93000,3,"03","3","PK","12","42","Rural"
"1903270","19",8,1175,344000,5000,209000,6,"03","3","PK","12","33","Town"
"1903300","19",8,629,153000,3000,92000,2,"03","3","KG","12","41","Rural"
"1903360","19",8,1310,289000,6000,184000,6,"03","3","PK","12","41","Rural"
"1903390","19",8,1286,391000,7000,271000,6,"03","3","PK","12","32","Town"
"1903450","19",8,326,87000,2000,54000,2,"01","3","PK","08","42","Rural"
"1903480","19",8,543,123000,3000,133000,3,"03","3","PK","12","41","Rural"
"1903540","19",8,4478,864000,14000,533000,8,"03","3","PK","12","13","Urban"
"1903570","19",8,1363,370000,6000,198000,3,"03","3","PK","12","32","Town"
"1903630","19",8,279,66000,2000,49000,2,"03","3","PK","12","42","Rural"
"1903660","19",8,242,87000,2000,50000,2,"03","3","PK","12",NA,NA
"1903690","19",8,7798,2737000,24000,420000,11,"03","3","PK","12","21","Urban"
"1903720","19",8,279,56000,5000,77000,2,"01","3","KG","08",NA,NA
"1903750","19",8,846,217000,4000,125000,4,"03","3","PK","12","42","Rural"
"1903780","19",8,308,82000,1000,43000,3,"03","3","PK","12","43","Rural"
"1903850","19",8,357,94000,2000,71000,2,"03","3","PK","12","43","Rural"
"1903930","19",8,1514,420000,10000,295000,6,"03","3","PK","12","33","Town"
"1903960","19",8,655,196000,4000,114000,2,"03","3","PK","12","43","Rural"
"1904020","19",8,280,53000,2000,45000,3,"03","3","PK","12","42","Rural"
"1904080","19",8,589,129000,3000,93000,2,"03","3","PK","12","43","Rural"
"1904200","19",8,1587,483000,7000,147000,4,"03","3","PK","12","41","Rural"
"1904320","19",8,746,123000,4000,123000,5,"03","3","PK","12","43","Rural"
"1904380","19",8,451,99000,2000,57000,2,"03","3","KG","12","42","Rural"
"1904440","19",8,644,210000,4000,1e+05,3,"03","3","KG","12","42","Rural"
"1904560","19",8,539,116000,3000,132000,2,"03","3","PK","12","43","Rural"
"1904620","19",8,613,145000,4000,1e+05,4,"03","3","PK","12","43","Rural"
"1904650","19",8,661,149000,3000,73000,2,"03","3","PK","12","32","Town"
"1904680","19",8,759,143000,3000,133000,5,"03","3","PK","12","42","Rural"
"1904740","19",8,79,25000,0,13000,1,"01","3","KG","06","42","Rural"
"1904830","19",8,1682,484000,8000,195000,6,"03","3","PK","12","42","Rural"
"1904860","19",8,4412,1035000,17000,486000,8,"03","3","PK","12","21","Urban"
"1904950","19",8,807,176000,5000,167000,5,"03","3","PK","12","42","Rural"
"1905070","19",8,1309,328000,6000,115000,2,"03","3","PK","12","41","Rural"
"1905130","19",8,2082,495000,9000,348000,8,"03","3","PK","12","31","Town"
"1905190","19",8,647,180000,4000,109000,2,"03","3","PK","12","42","Rural"
"1905430","19",8,689,105000,4000,129000,3,"03","3","PK","12","42","Rural"
"1905490","19",8,643,165000,3000,86000,2,"03","3","PK","12","43","Rural"
"1905750","19",8,508,106000,3000,102000,4,"03","3","PK","12","43","Rural"
"1905790","19",8,4244,557000,20000,1001000,9,"03","3","PK","12","33","Town"
"1905940","19",8,160,43000,1000,45000,2,"01","3","KG","08","43","Rural"
"1905970","19",8,303,62000,2000,77000,2,"03","3","PK","12","42","Rural"
"1906000","19",8,552,142000,3000,84000,2,"03","3","PK","12","42","Rural"
"1906060","19",8,1103,239000,5000,156000,3,"03","3","PK","12","32","Town"
"1906240","19",8,619,107000,3000,156000,2,"03","3","PK","12","42","Rural"
"1906270","19",8,1849,430000,8000,191000,4,"03","3","PK","12","31","Town"
"1906330","19",8,1857,421000,9000,262000,5,"03","3","PK","12","33","Town"
"1906510","19",8,4504,1332000,16000,412000,10,"03","3","KG","12","13","Urban"
"1906540","19",8,16875,3452000,74000,3393000,35,"03","3","PK","12","12","Urban"
"1906660","19",8,1548,490000,7000,130000,3,"03","3","PK","12","42","Rural"
"1906750","19",8,1580,243000,8000,379000,11,"03","3","PK","12","33","Town"
"1906780","19",8,453,119000,2000,67000,3,"03","3","PK","12","42","Rural"
"1906810","19",8,1485,524000,8000,197000,4,"03","3","PK","12","41","Rural"
"1906840","19",8,534,156000,3000,83000,2,"03","3","PK","12","43","Rural"
"1906900","19",8,772,196000,6000,210000,3,"03","3","PK","12","43","Rural"
"1906930","19",8,1008,210000,5000,159000,3,"03","3","PK","12","42","Rural"
"1906960","19",8,611,192000,4000,134000,3,"03","3","PK","12","42","Rural"
"1907050","19",8,1537,197000,7000,329000,5,"03","3","PK","12","33","Town"
"1907080","19",8,1600,426000,9000,394000,5,"03","3","PK","12","33","Town"
"1907110","19",8,347,75000,2000,72000,3,"03","3","PK","12","43","Rural"
"1907170","19",8,1090,270000,5000,199000,5,"03","3","PK","12","41","Rural"
"1907350","19",8,1240,230000,6000,246000,5,"03","3","PK","12","33","Town"
"1907380","19",8,933,216000,5000,176000,5,"03","3","PK","12","33","Town"
"1907410","19",8,1401,263000,7000,286000,5,"03","3","PK","12","32","Town"
"1907440","19",8,375,96000,2000,59000,2,"03","3","PK","12","42","Rural"
"1907470","19",8,401,96000,2000,76000,3,"03","3","PK","12","42","Rural"
"1907590","19",8,1510,472000,7000,214000,5,"03","3","PK","12","41","Rural"
"1907620","19",8,1498,390000,7000,214000,5,"03","3","PK","12","33","Town"
"1907650","19",8,28,5000,0,23000,1,"01","3","PK","06",NA,NA
"1907710","19",8,4320,750000,19000,987000,8,"03","3","PK","12","32","Town"
"1907860","19",8,4328,1384000,20000,552000,7,"03","3","PK","12","12","Urban"
"1907900","19",8,591,95000,2000,54000,2,"03","3","KG","12","42","Rural"
"1907920","19",8,438,161000,2000,66000,4,"03","3","PK","12","42","Rural"
"1907980","19",8,982,148000,6000,335000,3,"03","3","PK","12","42","Rural"
"1908070","19",8,454,113000,3000,107000,2,"03","3","PK","12","43","Rural"
"1908130","19",8,504,92000,3000,138000,3,"03","3","PK","12","43","Rural"
"1908190","19",8,128,26000,1000,33000,2,"03","3","PK","12",NA,NA
"1908220","19",8,9246,1160000,47000,2403000,20,"03","3","PK","12","13","Urban"
"1908310","19",8,1551,298000,8000,349000,5,"03","3","PK","12","41","Rural"
"1908520","19",8,1994,715000,9000,159000,5,"03","3","PK","12","41","Rural"
"1908550","19",8,628,197000,3000,90000,2,"03","3","PK","12","42","Rural"
"1908580","19",8,16583,2727000,78000,4618000,35,"03","2","PK","12","12","Urban"
"1908610","19",8,1236,248000,6000,211000,4,"03","3","PK","12","43","Rural"
"1908730","19",8,1650,586000,8000,197000,5,"03","3","PK","12","33","Town"
"1908790","19",8,57,15000,1000,15000,1,"01","3","PK","06",NA,NA
"1908880","19",8,139,30000,1000,34000,1,"01","3","PK","06","42","Rural"
"1908910","19",8,2023,371000,13000,699000,5,"03","3","PK","12","33","Town"
"1908940","19",8,785,217000,4000,65000,4,"03","3","PK","12","42","Rural"
"1908970","19",8,31613,4300000,141000,9224000,62,"03","3","PK","12","12","Urban"
"1909060","19",8,115,27000,1000,45000,2,"03","3","PK","12","43","Rural"
"1909120","19",8,817,243000,4000,83000,4,"03","3","PK","12","42","Rural"
"1909450","19",8,65,14000,0,31000,1,"01","3","PK","05",NA,NA
"1909480","19",8,11209,2485000,44000,1676000,20,"03","2","PK","12","13","Urban"
"1909540","19",8,508,123000,3000,79000,2,"03","3","PK","12","42","Rural"
"1909570","19",8,463,119000,3000,92000,2,"03","3","PK","12","43","Rural"
"1909600","19",8,739,231000,3000,84000,3,"03","3","PK","12","42","Rural"
"1909990","19",8,907,187000,4000,180000,3,"03","3","PK","12","41","Rural"
"1910050","19",8,657,265000,4000,65000,3,"03","3","PK","12","42","Rural"
"1910110","19",8,576,159000,3000,88000,3,"03","3","PK","12","42","Rural"
"1910130","19",8,388,109000,2000,63000,4,"03","3","PK","12","42","Rural"
"1910200","19",8,335,57000,2000,1e+05,2,"03","3","PK","12",NA,NA
"1910340","19",8,511,112000,3000,104000,3,"03","3","PK","12","43","Rural"
"1910350","19",8,461,123000,3000,1e+05,3,"03","3","KG","12","42","Rural"
"1910410","19",8,455,131000,3000,81000,3,"03","3","PK","12","42","Rural"
"1910500","19",8,611,170000,3000,108000,2,"03","3","PK","12","42","Rural"
"1910690","19",8,560,151000,3000,127000,2,"03","3","PK","12","43","Rural"
"1910710","19",8,275,72000,2000,52000,2,"03","3","PK","12",NA,NA
"1910950","19",8,772,245000,4000,141000,3,"03","3","PK","12","33","Town"
"1910980","19",8,508,134000,2000,70000,2,"03","3","PK","12","42","Rural"
"1911040","19",8,277,57000,1000,42000,2,"03","3","PK","12","42","Rural"
"1911070","19",8,1361,286000,7000,298000,4,"03","3","PK","12","33","Town"
"1911250","19",8,234,66000,2000,45000,2,"03","3","PK","12","43","Rural"
"1911340","19",8,1765,365000,8000,303000,6,"03","3","PK","12","33","Town"
"1911520","19",8,256,60000,1000,40000,2,"03","3","PK","12",NA,NA
"1911790","19",8,1269,312000,11000,271000,4,"03","3","PK","12","33","Town"
"1911820","19",8,4034,729000,20000,952000,10,"03","3","PK","12","33","Town"
"1911850","19",8,2224,334000,11000,524000,6,"03","3","PK","12","33","Town"
"1911970","19",8,317,83000,2000,56000,2,"01","3","KG","08",NA,NA
"1912060","19",8,147,22000,1000,54000,2,"01","3","PK","08",NA,NA
"1912120","19",8,471,113000,3000,104000,2,"03","3","PK","12","42","Rural"
"1912230","19",8,493,124000,3000,77000,3,"03","3","PK","12","43","Rural"
"1912330","19",8,840,240000,5000,120000,3,"03","3","PK","12","33","Town"
"1912480","19",8,498,121000,3000,87000,4,"03","3","PK","12","43","Rural"
"1912510","19",8,1170,365000,5000,73000,3,"03","3","KG","12","41","Rural"
"1912600","19",8,148,31000,2000,48000,2,"01","3","PK","08","42","Rural"
"1912660","19",8,631,184000,3000,73000,4,"03","3","KG","12","42","Rural"
"1912690","19",8,2207,684000,11000,437000,6,"03","3","PK","12","31","Town"
"1912750","19",8,400,113000,2000,57000,2,"03","3","PK","12","42","Rural"
"1912810","19",8,198,59000,1000,47000,2,"03","3","PK","12","42","Rural"
"1913080","19",8,322,106000,2000,43000,2,"03","3","PK","12",NA,NA
"1913110","19",8,762,210000,4000,151000,4,"03","3","PK","12","43","Rural"
"1913200","19",8,1767,563000,8000,271000,5,"03","3","PK","12","41","Rural"
"1913230","19",8,663,207000,4000,128000,3,"03","3","PK","12","43","Rural"
"1913290","19",8,666,208000,4000,93000,4,"03","3","PK","12","42","Rural"
"1913320","19",8,577,134000,4000,119000,3,"03","3","PK","12","43","Rural"
"1913350","19",8,662,181000,4000,115000,3,"03","3","PK","12","42","Rural"
"1913380","19",8,357,137000,2000,35000,2,"03","3","PK","12","43","Rural"
"1913440","19",8,306,67000,2000,91000,2,"03","3","PK","12","43","Rural"
"1913470","19",8,1178,261000,7000,296000,5,"03","3","PK","12","41","Rural"
"1913500","19",8,1692,433000,10000,247000,5,"03","3","PK","12","32","Town"
"1913530","19",8,438,60000,2000,84000,2,"03","3","PK","12","43","Rural"
"1913660","19",8,679,173000,4000,110000,4,"03","2","PK","12","43","Rural"
"1914010","19",8,745,169000,4000,91000,4,"03","3","PK","12","42","Rural"
"1914160","19",8,686,189000,3000,66000,3,"03","3","PK","12","41","Rural"
"1914280","19",8,1411,361000,7000,244000,8,"03","2","PK","12","33","Town"
"1914310","19",8,364,95000,3000,81000,2,"01","3","PK","08","42","Rural"
"1914340","19",8,765,249000,3000,67000,3,"03","3","KG","12","22","Urban"
"1914370","19",8,1217,243000,5000,179000,4,"03","3","PK","12","41","Rural"
"1914580","19",8,1359,345000,7000,225000,6,"03","3","PK","12","41","Rural"
"1914640","19",8,3392,886000,11000,350000,7,"03","3","PK","12","31","Town"
"1914670","19",8,907,277000,5000,112000,4,"03","3","PK","12","42","Rural"
"1914700","19",8,11449,2322000,40000,1597000,24,"03","3","PK","12","13","Urban"
"1914730","19",8,1138,287000,6000,190000,4,"03","3","PK","12","32","Town"
"1914850","19",8,641,157000,4000,98000,2,"03","3","PK","12","42","Rural"
"1914880","19",8,368,91000,2000,76000,3,"01","3","PK","08","43","Rural"
"1915180","19",8,278,81000,1000,25000,2,"03","3","PK","12","42","Rural"
"1915210","19",8,1159,223000,6000,255000,6,"03","3","PK","12","32","Town"
"1915330","19",8,918,220000,5000,123000,6,"03","3","PK","12","42","Rural"
"1915450","19",8,5815,1982000,25000,428000,8,"03","3","PK","12","21","Urban"
"1915630","19",8,2124,689000,10000,512000,7,"03","3","PK","12","33","Town"
"1915660","19",8,357,92000,2000,39000,2,"03","3","PK","12","43","Rural"
"1915750","19",8,486,138000,3000,52000,4,"03","3","KG","12","42","Rural"
"1915840","19",8,1940,402000,10000,338000,6,"03","3","PK","12","32","Town"
"1916110","19",8,714,192000,4000,91000,3,"03","3","KG","12","43","Rural"
"1916140","19",8,337,67000,2000,56000,2,"03","3","PK","12","42","Rural"
"1916320","19",8,376,77000,2000,97000,3,"03","3","PK","12","43","Rural"
"1916420","19",8,383,109000,2000,71000,3,"03","3","PK","12","43","Rural"
"1916440","19",8,601,174000,3000,71000,2,"03","3","PK","12","42","Rural"
"1916530","19",8,2174,399000,10000,244000,7,"03","3","PK","12","32","Town"
"1916620","19",8,424,90000,2000,99000,2,"03","3","PK","12","43","Rural"
"1916680","19",8,3047,820000,14000,581000,4,"03","3","PK","12","13","Urban"
"1917100","19",8,923,260000,5000,144000,4,"03","3","PK","12","42","Rural"
"1917220","19",8,6121,1990000,26000,572000,10,"03","3","PK","12","22","Urban"
"1917250","19",8,631,239000,3000,76000,3,"03","3","PK","12","31","Town"
"1917460","19",8,692,188000,4000,106000,2,"03","3","PK","12","42","Rural"
"1917550","19",8,506,116000,2000,56000,2,"03","3","PK","12","42","Rural"
"1917820","19",8,896,213000,4000,161000,2,"03","3","PK","12","42","Rural"
"1917880","19",8,68,11000,0,18000,1,"01","3","05","08","43","Rural"
"1918030","19",8,504,181000,3000,48000,3,"03","3","KG","12","43","Rural"
"1918120","19",8,951,196000,6000,175000,4,"03","3","PK","12","43","Rural"
"1918180","19",8,634,206000,4000,72000,3,"03","3","PK","12","42","Rural"
"1918240","19",8,269,73000,1000,49000,3,"03","3","KG","12","42","Rural"
"1918300","19",8,435,128000,2000,69000,2,"03","3","PK","12",NA,NA
"1918330","19",8,712,183000,4000,85000,3,"03","3","PK","12","42","Rural"
"1918480","19",8,514,109000,3000,121000,2,"03","3","PK","12","43","Rural"
"1918510","19",8,1607,311000,9000,415000,5,"03","3","PK","12","32","Town"
"1918540","19",8,813,230000,5000,140000,5,"03","3","PK","12","42","Rural"
"1918630","19",8,418,132000,2000,60000,3,"03","3","PK","12","43","Rural"
"1918690","19",8,2048,508000,8000,258000,6,"03","3","PK","12","22","Urban"
"1918720","19",8,4925,812000,24000,1399000,9,"03","3","PK","12","32","Town"
"1918750","19",8,583,136000,3000,67000,2,"03","3","PK","12","42","Rural"
"1918780","19",8,4012,1022000,25000,781000,10,"03","3","PK","12","33","Town"
"1918840","19",8,1410,429000,7000,151000,4,"03","3","PK","12","32","Town"
"1918930","19",8,872,215000,5000,120000,3,"03","3","PK","12","43","Rural"
"1918960","19",8,418,1033000,2000,70000,3,"03","3","PK","12","42","Rural"
"1919140","19",8,1291,304000,6000,182000,6,"03","3","PK","12","42","Rural"
"1919200","19",8,510,124000,5000,98000,3,"03","3","PK","12","43","Rural"
"1919440","19",8,890,212000,5000,165000,3,"03","3","PK","12","32","Town"
"1919590","19",8,548,161000,3000,66000,3,"03","3","PK","12","43","Rural"
"1919650","19",8,1067,304000,5000,141000,4,"03","3","PK","12","32","Town"
"1919710","19",8,365,80000,2000,98000,2,"03","3","PK","12","42","Rural"
"1919740","19",8,230,49000,2000,79000,2,"03","3","PK","12","43","Rural"
"1919770","19",8,133,17000,1000,32000,2,"01","3","PK","06","43","Rural"
"1919800","19",8,245,42000,1000,50000,2,"03","3","PK","12","42","Rural"
"1919860","19",8,671,159000,4000,162000,2,"03","3","PK","12","43","Rural"
"1919890","19",8,2143,471000,10000,396000,7,"03","3","PK","12","33","Town"
"1920040","19",8,1250,432000,6000,118000,3,"03","3","PK","12","31","Town"
"1920100","19",8,319,82000,2000,104000,2,"03","3","PK","12","42","Rural"
"1920130","19",8,5504,1097000,27000,1354000,12,"03","3","PK","12","32","Town"
"1920190","19",8,705,183000,4000,118000,3,"03","3","PK","12","42","Rural"
"1920250","19",8,1574,380000,7000,209000,3,"03","3","PK","12","31","Town"
"1920340","19",8,1153,278000,6000,127000,4,"03","3","PK","12","32","Town"
"1920460","19",8,526,94000,2000,89000,2,"03","3","PK","12","42","Rural"
"1920490","19",8,NA,NA,NA,NA,-2,NA,NA,"N","N",NA,NA
"1920580","19",8,418,1e+05,3000,90000,5,"03","3","PK","12","42","Rural"
"1920610","19",8,3207,739000,15000,619000,8,"03","3","PK","12","32","Town"
"1920670","19",8,297,66000,2000,83000,2,"01","3","PK","08",NA,NA
"1920730","19",8,468,98000,2000,83000,2,"01","3","PK","08",NA,NA
"1920760","19",8,449,129000,3000,84000,2,"03","3","KG","12","42","Rural"
"1920820","19",8,767,197000,4000,99000,4,"03","3","PK","12","42","Rural"
"1920830","19",8,292,68000,1000,55000,3,"03","3","PK","12","43","Rural"
"1920850","19",8,579,119000,3000,92000,2,"03","3","PK","12","42","Rural"
"1920910","19",8,1188,363000,5000,74000,4,"03","3","PK","12","41","Rural"
"1920940","19",8,3111,859000,14000,359000,7,"03","3","PK","12","21","Urban"
"1921000","19",8,518,147000,3000,69000,2,"03","3","KG","12","42","Rural"
"1921060","19",8,167,66000,1000,27000,2,"01","3","PK","08","42","Rural"
"1921090","19",8,693,188000,4000,98000,3,"03","3","PK","12","42","Rural"
"1921120","19",8,256,86000,2000,38000,3,"03","3","KG","12","42","Rural"
"1921210","19",8,492,165000,3000,80000,2,"03","3","KG","12","43","Rural"
"1921240","19",8,2410,592000,9000,179000,4,"03","3","PK","12","21","Urban"
"1921600","19",8,365,70000,2000,59000,3,"03","3","PK","12","43","Rural"
"1921630","19",8,1411,288000,7000,334000,6,"03","3","PK","12","32","Town"
"1921660","19",8,751,180000,4000,90000,3,"03","3","PK","12","42","Rural"
"1921720","19",8,209,50000,1000,56000,2,"03","3","PK","12","42","Rural"
"1921810","19",8,187,58000,1000,43000,2,"03","3","PK","12","42","Rural"
"1921840","19",8,963,297000,5000,120000,4,"03","3","PK","12","33","Town"
"1921870","19",8,2535,472000,10000,455000,4,"03","3","PK","12","41","Rural"
"1922110","19",8,4844,673000,20000,1165000,11,"03","3","PK","12","33","Town"
"1922380","19",8,140,21000,1000,30000,2,"03","3","PK","12","42","Rural"
"1922440","19",8,775,135000,4000,137000,4,"03","3","PK","12","43","Rural"
"1922470","19",8,2269,714000,11000,207000,5,"03","3","PK","12","32","Town"
"1922530","19",8,1870,360000,11000,822000,3,"03","3","PK","12","32","Town"
"1923110","19",8,3707,1098000,13000,234000,6,"03","3","PK","12","21","Urban"
"1923160","19",8,783,165000,4000,120000,3,"03","3","PK","12","42","Rural"
"1923190","19",8,587,144000,3000,128000,4,"03","3","PK","12","43","Rural"
"1923220","19",8,189,48000,1000,43000,2,"03","3","PK","12",NA,NA
"1923340","19",8,542,1e+05,3000,189000,2,"03","3","KG","12","43","Rural"
"1923760","19",8,36,9000,0,16000,1,"01","3","PK","06",NA,NA
"1923790","19",8,350,84000,2000,40000,2,"03","3","KG","12",NA,NA
"1924000","19",8,1224,204000,6000,307000,6,"03","3","PK","12","32","Town"
"1924120","19",8,376,109000,2000,52000,3,"03","3","PK","12","42","Rural"
"1924150","19",8,324,106000,2000,42000,2,"03","3","KG","12","43","Rural"
"1924660","19",8,723,158000,4000,110000,2,"03","3","PK","12","32","Town"
"1924720","19",8,534,138000,3000,91000,3,"03","3","PK","12",NA,NA
"1924750","19",8,378,110000,2000,51000,3,"01","3","PK","08",NA,NA
"1924870","19",8,1034,312000,5000,103000,3,"03","3","PK","12","31","Town"
"1924960","19",8,556,150000,3000,105000,2,"03","3","PK","12","43","Rural"
"1924990","19",8,NA,NA,NA,NA,-2,NA,NA,"N","N",NA,NA
"1925050","19",8,250,60000,2000,48000,2,"03","3","PK","12","43","Rural"
"1925140","19",8,482,125000,3000,98000,3,"01","3","PK","08",NA,NA
"1925200","19",8,677,198000,4000,103000,3,"03","3","KG","12","42","Rural"
"1925320","19",8,1340,336000,7000,319000,4,"03","3","PK","12","21","Urban"
"1925380","19",8,374,95000,2000,70000,2,"03","3","PK","12","43","Rural"
"1925410","19",8,200,57000,1000,48000,2,"01","3","PK","08","42","Rural"
"1925560","19",8,178,44000,1000,48000,2,"01","3","PK","08",NA,NA
"1925590","19",8,1531,378000,8000,180000,4,"03","3","PK","12","22","Urban"
"1925620","19",8,251,45000,1000,62000,2,"03","3","PK","12","43","Rural"
"1925920","19",8,386,83000,2000,43000,4,"03","3","PK","12","42","Rural"
"1925980","19",8,1078,333000,5000,150000,3,"03","3","PK","12","33","Town"
"1926070","19",8,1018,186000,6000,236000,4,"03","3","PK","12","41","Rural"
"1926250","19",8,377,81000,2000,84000,2,"03","3","PK","12","42","Rural"
"1926280","19",8,697,150000,3000,99000,5,"03","2","PK","12","43","Rural"
"1926370","19",8,1017,241000,5000,141000,3,"03","3","PK","12","33","Town"
"1926400","19",8,13746,2360000,66000,3488000,30,"03","3","PK","12","13","Urban"
"1926580","19",8,1270,387000,5000,66000,3,"03","3","PK","12","41","Rural"
"1926610","19",8,62,15000,0,16000,1,"01","3","PK","06",NA,NA
"1926640","19",8,737,213000,4000,143000,2,"03","3","PK","12","42","Rural"
"1926670","19",8,205,27000,1000,45000,2,"03","3","PK","12","42","Rural"
"1926730","19",8,1610,306000,9000,366000,4,"03","3","PK","12","41","Rural"
"1926790","19",8,552,162000,3000,91000,3,"03","3","PK","12","42","Rural"
"1926820","19",8,5934,1971000,27000,741000,11,"03","3","PK","12","41","Rural"
"1926850","19",8,537,146000,3000,83000,3,"03","3","PK","12","42","Rural"
"1926910","19",8,1997,619000,9000,326000,5,"03","3","PK","12","33","Town"
"1927000","19",8,1248,314000,5000,129000,3,"03","3","PK","12","33","Town"
"1927060","19",8,408,121000,2000,48000,2,"03","3","PK","12","41","Rural"
"1927240","19",8,268,75000,2000,33000,2,"03","3","KG","12","42","Rural"
"1927270","19",8,719,170000,4000,140000,3,"03","3","PK","12","43","Rural"
"1927390","19",8,2214,367000,11000,691000,8,"03","2","PK","12","33","Town"
"1927480","19",8,104,31000,1000,19000,1,"01","3","PK","06","42","Rural"
"1927500","19",8,899,172000,4000,164000,4,"03","3","PK","12","42","Rural"
"1927600","19",8,498,153000,3000,61000,2,"03","3","KG","12","42","Rural"
"1927810","19",8,131,37000,1000,31000,2,"01","3","03","08",NA,NA
"1927870","19",8,888,252000,5000,130000,3,"03","3","PK","12","41","Rural"
"1927900","19",8,146,47000,1000,32000,2,"01","3","PK","08",NA,NA
"1927960","19",8,711,235000,4000,59000,2,"03","3","KG","12","42","Rural"
"1927990","19",8,793,268000,4000,94000,3,"03","3","PK","12","42","Rural"
"1928020","19",8,292,65000,2000,64000,3,"03","3","PK","12","43","Rural"
"1928050","19",8,519,127000,3000,61000,2,"03","3","PK","12","42","Rural"
"1928110","19",8,496,160000,3000,52000,2,"03","3","PK","12","43","Rural"
"1928170","19",8,519,137000,3000,99000,2,"03","3","PK","12","42","Rural"
"1928200","19",8,139,42000,1000,39000,2,"03","3","PK","12","42","Rural"
"1928230","19",8,809,240000,4000,79000,3,"03","3","PK","12","42","Rural"
"1928560","19",8,348,74000,2000,63000,2,"01","3","PK","06","41","Rural"
"1928680","19",8,3755,1364000,13000,339000,8,"03","3","PK","12","21","Urban"
"1928710","19",8,515,116000,3000,86000,2,"03","3","PK","12","43","Rural"
"1928980","19",8,727,175000,4000,162000,5,"03","3","PK","12","43","Rural"
"1929010","19",8,623,156000,3000,53000,2,"03","3","KG","12","41","Rural"
"1929100","19",8,361,93000,2000,42000,2,"03","3","KG","12",NA,NA
"1929280","19",8,356,89000,2000,92000,2,"03","3","KG","12","43","Rural"
"1929310","19",8,1680,397000,9000,295000,4,"03","3","PK","12","41","Rural"
"1929490","19",8,530,123000,3000,117000,2,"03","3","PK","12","42","Rural"
"1929580","19",8,511,147000,3000,91000,2,"03","3","PK","12","43","Rural"
"1929640","19",8,214,53000,1000,46000,3,"03","3","PK","12",NA,NA
"1929730","19",8,750,118000,4000,199000,3,"03","3","PK","12","43","Rural"
"1929760","19",8,689,167000,3000,69000,7,"03","3","KG","12","42","Rural"
"1930240","19",8,1766,332000,11000,360000,5,"03","3","PK","12","32","Town"
"1930480","19",8,10607,1428000,97000,2981000,22,"03","3","PK","12","13","Urban"
"1930510","19",8,5840,2144000,24000,433000,8,"03","3","PK","12","21","Urban"
"1930540","19",8,1997,709000,9000,208000,8,"03","3","PK","12","32","Town"
"1930560","19",8,627,145000,4000,156000,3,"03","3","PK","12","43","Rural"
"1930630","19",8,1757,486000,8000,269000,6,"03","3","PK","12","32","Town"
"1930720","19",8,356,96000,2000,58000,4,"03","3","PK","12","43","Rural"
"1930750","19",8,772,254000,4000,78000,3,"03","3","PK","12","42","Rural"
"1930780","19",8,737,153000,4000,172000,3,"03","3","PK","12","33","Town"
"1930870","19",8,323,87000,2000,50000,3,"03","2","KG","12","42","Rural"
"1930900","19",8,1571,425000,9000,226000,4,"03","3","PK","12","32","Town"
"1930930","19",8,8720,2761000,32000,877000,14,"03","3","PK","12","13","Urban"
"1930960","19",8,497,125000,3000,96000,2,"03","3","PK","12","42","Rural"
"1930990","19",8,1223,232000,6000,262000,4,"03","3","PK","12","32","Town"
"1931020","19",8,727,180000,4000,89000,3,"03","3","PK","12","42","Rural"
"1931080","19",8,912,225000,6000,132000,3,"03","3","PK","12","42","Rural"
"1931110","19",8,647,132000,4000,139000,4,"03","3","PK","12","41","Rural"
"1931290","19",8,683,141000,4000,196000,4,"03","3","PK","12","43","Rural"
"1931350","19",8,2904,974000,16000,433000,9,"03","3","PK","12","42","Rural"
"1931470","19",8,634,145000,4000,114000,2,"03","3","PK","12","42","Rural"
"1931620","19",8,236,47000,1000,64000,2,"03","3","PK","12","42","Rural"
"1931680","19",8,1126,378000,6000,113000,3,"03","3","PK","12","32","Town"
"1931800","19",8,869,269000,4000,121000,2,"03","3","PK","12","32","Town"
"1931830","19",8,437,85000,2000,90000,2,"03","3","PK","12","43","Rural"
"1931860","19",8,1723,432000,8000,250000,5,"03","3","PK","12","41","Rural"
"1931890","19",8,145,33000,1000,17000,2,"03","3","PK","12",NA,NA
