"LEAID","FIPST","YEAR","V33","A09","C10","C25","OPERATIONAL_SCHOOLS","SCHLEV","AGCHRT","GSLO","GSHI","LOCALE","URBANICITY"
"0102880","01",8,3445,436000,0,1373000,8,"03","3","PK","12","42","Rural"
"0102910","01",8,2430,474000,0,933000,4,"03","3","KG","12","32","Town"
"0102940","01",8,2675,614000,0,646000,6,"03","3","KG","12","32","Town"
"0102970","01",8,4044,499000,0,1856000,14,"03","3","PK","12","32","Town"
"0103000","01",8,1213,162000,0,518000,4,"03","3","PK","12","23","Urban"
"0103030","01",8,27194,7597000,0,4412000,39,"03","3","PK","12","21","Urban"
"0103062","01",8,8358,1827000,0,1808000,18,"03","3","PK","12","42","Rural"
"0103090","01",8,2332,204000,0,1263000,7,"03","3","PK","12","43","Rural"
"0103120","01",8,2424,554000,0,720000,5,"03","3","PK","12","32","Town"
"0103150","01",8,2521,322000,0,952000,8,"03","3","PK","12","41","Rural"
"0103180","01",8,7832,1465000,0,3144000,18,"03","3","KG","12","42","Rural"
"0103210","01",8,3038,499000,0,1063000,7,"03","3","KG","12","42","Rural"
"0103240","01",8,2018,341000,0,511000,3,"03","3","KG","12","41","Rural"
"0103270","01",8,1409,168000,0,701000,6,"03","3","PK","12","21","Urban"
"0103300","01",8,1550,237000,0,451000,3,"03","3","PK","12","33","Town"
"0103330","01",8,2229,359000,0,658000,4,"03","3","KG","12","41","Rural"
"0103360","01",8,10274,1125000,0,3537000,26,"03","3","PK","12","12","Urban"
"0103390","01",8,17535,4719000,0,4619000,33,"03","3","PK","12","22","Urban"
"0103420","01",8,1532,362000,0,410000,7,"03","3","KG","12","23","Urban"
"0103430","01",8,5993,1625000,0,234000,8,"03","3","PK","12","21","Urban"
"0103450","01",8,8351,1342000,0,2686000,23,"03","3","PK","12","42","Rural"
"0103480","01",8,3487,453000,0,1080000,8,"03","3","KG","12","43","Rural"
"0103510","01",8,2163,180000,0,1194000,7,"03","3","PK","12","43","Rural"
"0103540","01",8,1289,389000,0,286000,3,"03","3","KG","12","43","Rural"
"0103580","01",8,2757,612000,0,958000,10,"03","3","PK","12","43","Rural"
"0200001","02",8,4003,303000,0,2603000,28,"03","2","PK","12","43","Rural"
"0200003","02",8,2076,163000,0,1384000,11,"03","3","PK","12","43","Rural"
"0200004","02",8,447,14000,0,275000,3,"03","3","PK","12","43","Rural"
"0200005","02",8,317,22000,0,205000,1,"03","3","PK","12","43","Rural"
"0200006","02",8,NA,NA,NA,NA,1,NA,NA,"09","12","41","Rural"
"0200007","02",8,275,31000,0,60000,7,"03","3","PK","12","43","Rural"
"0200010","02",8,39,0,0,0,3,"03","3","KG","12","43","Rural"
"0200020","02",8,1671,116000,0,1097000,15,"03","3","PK","12","43","Rural"
"0200030","02",8,145,60000,0,41000,2,"03","3","PK","12","43","Rural"
"0200050","02",8,463,22000,0,323000,8,"03","3","PK","12","43","Rural"
"0200060","02",8,372,55000,0,177000,2,"03","3","PK","12","43","Rural"
"0200070","02",8,511,64000,0,83000,8,"03","3","PK","12","43","Rural"
"0200090","02",8,736,28000,0,205000,5,"03","3","PK","12","43","Rural"
"0200100","02",8,1169,99000,0,183000,7,"03","3","PK","12","43","Rural"
"0200120","02",8,507,40000,0,229000,2,"03","3","PK","12","43","Rural"
"0200130","02",8,3721,23000,0,93000,4,"03","3","PK","12","23","Urban"
"0200150","02",8,2164,138000,0,351000,10,"03","2","PK","12","33","Town"
"0200180","02",8,48837,5008000,0,10503000,98,"03","2","PK","12","11","Urban"
"0200210","02",8,5036,501000,0,527000,14,"03","2","PK","12","33","Town"
"0200240","02",8,1335,105000,0,204000,6,"03","3","PK","12","33","Town"
"0200270","02",8,312,52000,0,105000,4,"03","3","PK","12","43","Rural"
"0200300","02",8,126,17000,0,65000,2,"03","3","PK","12","43","Rural"
"0200330","02",8,69,0,0,22000,1,"03","3","PK","12","43","Rural"
"0200360","02",8,96,1000,0,42000,1,"03","3","PK","12","43","Rural"
"0200390","02",8,9487,957000,0,1647000,44,"03","2","PK","12","43","Rural"
"0200450","02",8,125,12000,0,43000,1,"03","3","PK","12","43","Rural"
"0200480","02",8,2618,256000,0,842000,16,"03","3","PK","12","33","Town"
"0200485","02",8,421,64000,0,148000,15,"03","3","PK","12","43","Rural"
"0200510","02",8,16468,1556000,0,3426000,42,"03","2","PK","12","32","Town"
"0200520","02",8,282,44000,0,114000,9,"03","3","PK","12","43","Rural"
"0200525","02",8,273,1000,0,114000,3,"03","3","PK","12","43","Rural"
"0200540","02",8,1110,42000,0,58000,2,"03","3","PK","12","43","Rural"
"0200570","02",8,683,63000,0,202000,5,"03","2","PK","12","33","Town"
"0200600","02",8,14328,2209000,0,2672000,34,"03","2","PK","12","13","Urban"
"0200610","02",8,1820,118000,0,509000,11,"03","3","PK","12","43","Rural"
"0200625","02",8,2011,148000,0,1013000,12,"03","3","PK","12","43","Rural"
"0200630","02",8,15,0,0,0,1,"03","3","KG","12","43","Rural"
"0200660","02",8,526,40000,0,154000,3,"03","3","PK","12","43","Rural"
"0200670","02",8,114,0,0,0,2,"03","3","PK","12","43","Rural"
"0200680","02",8,178,6000,0,135000,1,"03","3","PK","12","43","Rural"
"0200690","02",8,100,65000,0,12000,1,"03","3","PK","12","43","Rural"
"0200700","02",8,173,6000,0,78000,11,"03","3","PK","12","43","Rural"
"0200710","02",8,631,44000,0,301000,9,"03","3","PK","12","43","Rural"
"0200715","02",8,38,0,0,0,1,"03","3","PK","12","43","Rural"
"0200720","02",8,405,114000,0,74000,2,"03","3","PK","12","43","Rural"
"0200730","02",8,157,0,0,13000,5,"03","3","KG","12","43","Rural"
"0200760","02",8,341,60000,0,226000,10,"03","3","PK","12","43","Rural"
"0200770","02",8,425,0,0,0,4,"03","3","PK","12","43","Rural"
"0200775","02",8,274,33000,0,0,8,"03","3","PK","12","43","Rural"
"0200780","02",8,698,158000,0,131000,3,"03","3","PK","12","43","Rural"
"0200800","02",8,246,0,0,0,4,"03","3","PK","12","11","Urban"
"0200810","02",8,325,0,0,0,3,"03","3","PK","12","43","Rural"
"0200840","02",8,124,11000,0,76000,1,"03","3","PK","12","43","Rural"
"0200862","02",8,1413,0,0,48000,10,"03","3","PK","12","23","Urban"
"0400001","04",8,5972,1470000,0,206000,8,"03","3","PK","12","12","Urban"
"0400003","04",8,2750,296000,0,837000,4,"03","3","PK","12","31","Town"
"0400004","04",8,388,47000,0,84000,1,"01","3","PK","08","32","Town"
"0400005","04",8,117,1000,0,69000,1,"01","3","PK","08","43","Rural"
"0400016","04",8,777,76000,0,368000,5,"03","1","KG","12","33","Town"
"0400018","04",8,226,0,0,0,1,"01","1","KG","08","13","Urban"
"0400019","04",8,162,0,0,0,1,"02","1","09","12","13","Urban"
"0400020","04",8,272,0,0,0,1,"01","1","KG","08","13","Urban"
"0400021","04",8,378,20000,0,95000,3,"03","3","PK","12","32","Town"
"0400022","04",8,171,0,0,8000,1,"01","3","KG","08","43","Rural"
"0400023","04",8,1306,106000,0,610000,3,"03","3","PK","12","43","Rural"
"0400026","04",8,574,58000,0,133000,4,"03","3","PK","12","43","Rural"
"0400028","04",8,101,0,0,0,1,"01","1","KG","08","33","Town"
"0400031","04",8,125,3000,0,0,1,"01","1","KG","08","11","Urban"
"0400033","04",8,216,3000,0,112000,1,"01","1","KG","08","11","Urban"
"0400034","04",8,752,87000,0,0,1,"01","1","KG","08","11","Urban"
"0400036","04",8,229,0,0,0,1,"03","1","06","12","12","Urban"
"0400037","04",8,136,0,0,0,1,"01","1","KG","08","11","Urban"
"0400038","04",8,NA,NA,NA,NA,3,NA,NA,"KG","04",NA,NA
"0400040","04",8,1174,0,0,0,1,"01","1","KG","08","11","Urban"
"0400041","04",8,209,1000,0,31000,1,"02","1","09","12","11","Urban"
"0400043","04",8,250,0,0,0,1,"02","1","09","12","12","Urban"
"0400045","04",8,128,10000,0,19000,2,"01","1","KG","08",NA,NA
"0400047","04",8,323,0,0,293000,1,"02","1","07","12","41","Rural"
"0400048","04",8,139,0,0,0,2,"01","1","KG","08",NA,NA
"0400052","04",8,845,0,0,334000,3,"03","1","KG","12","11","Urban"
"0400053","04",8,449,0,0,0,1,"02","1","07","12","11","Urban"
"0400054","04",8,475,0,0,0,1,"01","1","KG","08","11","Urban"
"0400055","04",8,81,0,0,0,2,"01","1","KG","08","11","Urban"
"0400056","04",8,395,0,0,0,1,"03","1","06","12","11","Urban"
"0400057","04",8,100,0,0,0,1,"02","1","09","12","11","Urban"
"0400059","04",8,120,7000,0,18000,2,"01","1","KG","08",NA,NA
"0400061","04",8,156,0,0,0,1,"02","1","09","12","11","Urban"
"0400062","04",8,132,0,0,113000,2,"01","1","KG","08",NA,NA
"0400064","04",8,115,17000,0,44000,2,"03","1","KG","12",NA,NA
"0400065","04",8,2092,71000,0,0,4,"01","1","KG","08","21","Urban"
"0400067","04",8,37,1000,0,5000,1,"02","1","09","12","11","Urban"
"0400068","04",8,243,0,0,0,2,"01","1","KG","08","11","Urban"
"0400069","04",8,152,0,0,0,1,"01","1","KG","06","11","Urban"
"0400070","04",8,351,0,0,0,1,"02","1","07","12","12","Urban"
"0400071","04",8,415,75000,0,0,1,"01","1","KG","06","21","Urban"
"0400072","04",8,405,0,0,0,2,"03","1","KG","09","11","Urban"
"0400074","04",8,1461,10000,0,11000,4,"03","1","KG","12","33","Town"
"0400075","04",8,409,0,0,0,1,"01","1","KG","08","33","Town"
"0400077","04",8,140,0,0,0,2,"02","1","09","12","41","Rural"
"0400078","04",8,241,0,0,0,4,"02","1","09","12","11","Urban"
"0400079","04",8,180,0,0,0,1,"02","1","09","12","11","Urban"
"0400081","04",8,323,30000,0,67000,1,"03","1","KG","12","11","Urban"
"0400082","04",8,2423,402000,0,349000,2,"02","3","09","12","33","Town"
"0400083","04",8,1099,1000,0,0,12,"02","1","09","12","33","Town"
"0400085","04",8,NA,NA,NA,NA,1,NA,NA,"06","12",NA,NA
"0400088","04",8,NA,NA,NA,NA,-2,NA,NA,"N","N",NA,NA
"0400089","04",8,157,28000,0,0,1,"01","1","KG","08","41","Rural"
"0400090","04",8,165,14000,0,33000,1,"01","1","KG","08","31","Town"
"0400092","04",8,418,0,0,0,1,"01","1","KG","08","23","Urban"
"0400093","04",8,137,0,0,0,1,"01","1","KG","08","13","Urban"
"0400094","04",8,101,0,0,0,1,"02","1","09","12","13","Urban"
"0400095","04",8,106,1000,0,37000,1,"02","1","09","12","13","Urban"
"0400096","04",8,198,0,0,0,1,"01","1","KG","06","13","Urban"
"0400097","04",8,362,0,0,0,1,"02","1","07","12","13","Urban"
"0400098","04",8,207,0,0,0,1,"01","1","KG","08","13","Urban"
"0400099","04",8,64,0,0,0,1,"02","1","09","12","33","Town"
"0400100","04",8,550,31000,0,81000,1,"01","1","KG","08","11","Urban"
"0400101","04",8,604,7000,0,216000,6,"03","1","KG","12",NA,NA
"0400102","04",8,260,0,0,117000,1,"01","1","KG","08","11","Urban"
"0400103","04",8,653,0,0,0,9,"03","1","06","12","11","Urban"
"0400104","04",8,67,0,0,0,1,"03","1","06","12",NA,NA
"0400105","04",8,144,33000,0,11000,1,"01","1","KG","08","11","Urban"
"0400106","04",8,273,0,0,0,1,"02","1","09","12","11","Urban"
"0400107","04",8,312,0,0,0,2,"02","1","09","12","11","Urban"
"0400108","04",8,252,0,0,0,5,"02","1","09","12","12","Urban"
"0400109","04",8,548,0,0,263000,1,"01","1","KG","08","11","Urban"
"0400111","04",8,309,29000,0,0,1,"01","1","KG","08","12","Urban"
"0400112","04",8,203,0,0,0,1,"03","1","KG","12","21","Urban"
"0400113","04",8,129,0,0,0,1,"01","1","KG","08","21","Urban"
"0400114","04",8,125,0,0,27000,2,"02","1","09","12",NA,NA
"0400115","04",8,236,0,0,0,1,"01","1","KG","08","41","Rural"
"0400116","04",8,NA,NA,NA,NA,-2,NA,NA,"N","N",NA,NA
"0400120","04",8,NA,NA,NA,NA,13,NA,NA,"09","12","11","Urban"
"0400121","04",8,240,0,0,0,1,"02","1","09","12","11","Urban"
"0400122","04",8,415,4000,0,138000,1,"01","1","KG","08","11","Urban"
"0400124","04",8,179,0,0,0,1,"02","1","09","12","11","Urban"
"0400125","04",8,185,14000,0,69000,1,"02","1","09","12","11","Urban"
"0400126","04",8,85,0,0,0,2,"01","1","KG","05","11","Urban"
"0400128","04",8,147,0,0,56000,2,"01","1","KG","08","11","Urban"
"0400129","04",8,188,0,0,0,1,"03","1","KG","12","41","Rural"
"0400130","04",8,447,0,0,0,2,"03","1","KG","12","32","Town"
"0400131","04",8,721,0,0,43000,4,"03","1","KG","12","11","Urban"
"0400133","04",8,289,13000,0,51000,2,"03","1","KG","12","21","Urban"
"0400134","04",8,558,0,0,0,1,"03","1","05","12","11","Urban"
"0400135","04",8,630,99000,0,47000,1,"01","1","KG","06","21","Urban"
"0400136","04",8,93,0,0,0,1,"01","1","KG","05",NA,NA
"0400138","04",8,93,0,0,0,1,"01","1","KG","08",NA,NA
"0400141","04",8,92,10000,0,24000,1,"01","1","KG","06","41","Rural"
"0400142","04",8,125,0,0,0,1,"02","1","07","12",NA,NA
"0400143","04",8,NA,NA,NA,NA,-2,NA,NA,"N","N",NA,NA
"0400144","04",8,167,20000,0,82000,1,"03","1","06","12","11","Urban"
"0400145","04",8,69,0,0,0,1,"01","1","KG","06","11","Urban"
"0400146","04",8,59,0,0,0,1,"01","1","KG","08",NA,NA
"0400147","04",8,142,11000,0,10000,1,"02","1","09","12","11","Urban"
"0400148","04",8,NA,NA,NA,NA,-2,NA,NA,"N","N",NA,NA
"0400149","04",8,194,0,0,0,1,"02","1","09","12","11","Urban"
"0400150","04",8,141,66000,0,0,1,"01","1","KG","08","33","Town"
"0400151","04",8,146,6000,0,46000,1,"01","1","KG","06","11","Urban"
"0400152","04",8,37,0,0,0,2,"01","1","KG","08",NA,NA
"0400153","04",8,113,0,0,0,1,"02","1","07","12","11","Urban"
"0400154","04",8,130,0,0,0,1,"02","1","09","12","43","Rural"
"0400155","04",8,NA,NA,NA,NA,-2,NA,NA,"N","N",NA,NA
"0400157","04",8,574,0,0,0,1,"03","1","KG","12","11","Urban"
"0400159","04",8,139,0,0,0,1,"02","1","09","12","11","Urban"
"0400160","04",8,41,0,0,0,1,"02","1","09","12","11","Urban"
"0400161","04",8,292,0,0,0,1,"02","1","09","12",NA,NA
"0400162","04",8,324,0,0,0,1,"02","1","09","12",NA,NA
"0400163","04",8,146,0,0,0,4,"02","3","04","12","13","Urban"
"0400164","04",8,112,0,0,0,2,"01","1","KG","08","11","Urban"
"0400165","04",8,201,0,0,0,1,"03","1","01","09","11","Urban"
"0400178","04",8,NA,NA,NA,NA,-2,NA,NA,"N","N","33","Town"
"0400181","04",8,408,0,0,0,1,"01","1","KG","06","11","Urban"
"0400182","04",8,283,25000,0,0,1,"01","1","KG","06","11","Urban"
"0400184","04",8,586,66000,0,66000,1,"01","1","KG","08","21","Urban"
"0400185","04",8,636,0,0,0,1,"01","1","KG","08","11","Urban"
"0400187","04",8,139,19000,0,0,1,"01","1","KG","08","21","Urban"
"0400188","04",8,117,0,0,0,1,"01","1","KG","06",NA,NA
"0400189","04",8,20,0,0,0,1,"01","1","KG","06","11","Urban"
"0400190","04",8,402,0,0,0,2,"01","1","KG","08","11","Urban"
"0400191","04",8,193,0,0,0,1,"01","1","KG","06","21","Urban"
"0400192","04",8,88,0,0,0,1,"02","1","09","12","11","Urban"
"0400197","04",8,-3,0,0,0,12,"05","3","06","12","41","Rural"
"0400198","04",8,424,19000,0,222000,1,"01","1","KG","08",NA,NA
"0400201","04",8,129,0,0,0,1,"02","1","09","12","11","Urban"
"0400202","04",8,560,91000,0,0,3,"03","1","KG","12","11","Urban"
"0400204","04",8,302,0,0,0,1,"02","1","09","12","21","Urban"
"0400205","04",8,223,0,0,0,1,"01","1","KG","08","32","Town"
"0400206","04",8,144,0,0,0,1,"01","1","KG","08","41","Rural"
"0400207","04",8,49,0,0,0,1,"02","1","09","12",NA,NA
"0400208","04",8,157,0,0,0,1,"01","1","KG","08","13","Urban"
