"LEAID","FIPST","YEAR","V33","A09","C10","C25","OPERATIONAL_SCHOOLS","SCHLEV","AGCHRT","GSLO","GSHI","LOCALE","URBANICITY"
"0100002","01",7,NA,NA,NA,NA,7,NA,NA,"06","12","21","Urban"
"0100005","01",7,3790,724000,0,1201000,5,"03","3","PK","12","32","Town"
"0100006","01",7,5647,1148000,0,2039000,15,"03","3","PK","12","42","Rural"
"0100007","01",7,12479,3993000,0,1162000,16,"03","3","PK","12","13","Urban"
"0100008","01",7,8298,2450000,0,822000,10,"03","3","PK","12","21","Urban"
"0100009","01",7,NA,NA,NA,NA,4,NA,NA,"PK","12","32","Town"
"0100010","01",7,NA,NA,NA,NA,-2,NA,NA,"N","N",NA,NA
"0100011","01",7,1406,292000,0,389000,3,"03","3","KG","12","21","Urban"
"0100012","01",7,2173,632000,0,665000,5,"03","3","PK","12","32","Town"
"0100013","01",7,4118,1362000,0,256000,4,"03","3","KG","12","21","Urban"
"0100014","01",7,NA,NA,NA,NA,-2,NA,NA,"N","N",NA,NA
"0100015","01",7,NA,NA,NA,NA,5,NA,NA,"N","N","12","Urban"
"0100016","01",7,NA,NA,NA,NA,1,NA,NA,"09","12","12","Urban"
"0100017","01",7,NA,NA,NA,NA,-2,NA,NA,"N","N",NA,NA
"0100018","01",7,NA,NA,NA,NA,1,NA,NA,"07","12","12","Urban"
"0100019","01",7,NA,NA,NA,NA,1,NA,NA,"PK","PK","41","Rural"
"0100020","01",7,NA,NA,NA,NA,1,NA,NA,"02","09","31","Town"
"0100021","01",7,NA,NA,NA,NA,1,NA,NA,"N","N","12","Urban"
"0100022","01",7,NA,NA,NA,NA,1,NA,NA,"N","N","42","Rural"
"0100023","01",7,NA,NA,NA,NA,1,NA,NA,"N","N","21","Urban"
"0100024","01",7,NA,NA,NA,NA,1,NA,NA,"N","N","41","Rural"
"0100026","01",7,NA,NA,NA,NA,1,NA,NA,"N","N","41","Rural"
"0100028","01",7,NA,NA,NA,NA,1,NA,NA,"04","08","41","Rural"
"0100029","01",7,NA,NA,NA,NA,1,NA,NA,"N","N",NA,NA
"0100030","01",7,3476,678000,0,917000,5,"03","3","KG","12","32","Town"
"0100032","01",7,NA,NA,NA,NA,1,NA,NA,"N","N",NA,NA
"0100033","01",7,NA,NA,NA,NA,5,NA,NA,"N","N","41","Rural"
"0100035","01",7,NA,NA,NA,NA,3,NA,NA,"05","12","42","Rural"
"0100036","01",7,NA,NA,NA,NA,0,NA,NA,"N","N","13","Urban"
"0100037","01",7,NA,NA,NA,NA,1,NA,NA,"N","N","12","Urban"
"0100038","01",7,NA,NA,NA,NA,1,NA,NA,"05","11","42","Rural"
"0100039","01",7,NA,NA,NA,NA,1,NA,NA,"N","N","32","Town"
"0100040","01",7,NA,NA,NA,NA,1,NA,NA,"07","09","12","Urban"
"0100041","01",7,NA,NA,NA,NA,1,NA,NA,"09","10","21","Urban"
"0100042","01",7,NA,NA,NA,NA,1,NA,NA,"N","N","13","Urban"
"0100043","01",7,NA,NA,NA,NA,1,NA,NA,"N","N","13","Urban"
"0100044","01",7,NA,NA,NA,NA,1,NA,NA,"07","12","12","Urban"
"0100045","01",7,NA,NA,NA,NA,1,NA,NA,"04","11",NA,NA
"0100046","01",7,NA,NA,NA,NA,1,NA,NA,"N","N",NA,NA
"0100060","01",7,1684,219000,0,446000,3,"03","3","KG","12","33","Town"
"0100090","01",7,2443,237000,0,1146000,9,"03","3","PK","12","13","Urban"
"0100100","01",7,2458,806000,0,281000,4,"03","3","PK","12","41","Rural"
"0100120","01",7,2985,792000,0,688000,7,"03","3","KG","12","31","Town"
"0100173","01",7,NA,NA,NA,NA,1,NA,NA,"08","11",NA,NA
"0100174","01",7,NA,NA,NA,NA,1,NA,NA,"05","12",NA,NA
"0100175","01",7,NA,NA,NA,NA,1,NA,NA,"07","10","12","Urban"
"0100176","01",7,NA,NA,NA,NA,4,NA,NA,"11","12","21","Urban"
"0100178","01",7,NA,NA,NA,NA,1,NA,NA,"05","12","12","Urban"
"0100179","01",7,NA,NA,NA,NA,1,NA,NA,"07","11","41","Rural"
"0100180","01",7,1680,332000,0,485000,4,"03","3","PK","12","23","Urban"
"0100181","01",7,NA,NA,NA,NA,1,NA,NA,"07","09","32","Town"
"0100183","01",7,NA,NA,NA,NA,1,NA,NA,"03","11","12","Urban"
"0100184","01",7,NA,NA,NA,NA,1,NA,NA,"02","12","13","Urban"
"0100185","01",7,-2,37000,0,76000,1,"06","3","N","N","21","Urban"
"0100210","01",7,5672,1378000,0,768000,11,"03","3","KG","12","13","Urban"
"0100240","01",7,9852,2006000,0,1931000,14,"03","3","KG","12","41","Rural"
"0100270","01",7,26512,4052000,0,4741000,47,"03","3","PK","12","41","Rural"
"0100300","01",7,1156,61000,0,6e+05,5,"03","3","PK","12","43","Rural"
"0100330","01",7,4247,514000,0,1907000,9,"03","3","PK","12","21","Urban"
"0100360","01",7,3549,734000,0,1174000,10,"03","3","KG","12","32","Town"
"0100390","01",7,28266,2499000,0,10249000,83,"03","3","PK","12","12","Urban"
"0100420","01",7,8378,1540000,0,1835000,17,"03","3","PK","12","42","Rural"
"0100450","01",7,1299,136000,0,159000,3,"03","3","KG","12","32","Town"
"0100480","01",7,1678,183000,0,837000,5,"03","3","KG","12","32","Town"
"0100510","01",7,3379,537000,0,1379000,8,"03","3","PK","12","32","Town"
"0100540","01",7,9223,1759000,0,2379000,19,"03","3","PK","12","41","Rural"
"0100600","01",7,4191,602000,0,1408000,11,"03","3","PK","12","32","Town"
"0100630","01",7,4164,1030000,0,1193000,8,"03","3","PK","12","42","Rural"
"0100660","01",7,7632,1213000,0,2089000,12,"03","3","PK","12","42","Rural"
"0100690","01",7,1979,228000,0,828000,5,"03","3","KG","12","43","Rural"
"0100720","01",7,3379,703000,0,1305000,8,"03","3","PK","12","43","Rural"
"0100750","01",7,2129,319000,0,477000,4,"03","3","KG","12","42","Rural"
"0100780","01",7,2630,616000,0,786000,8,"03","3","PK","12","42","Rural"
"0100810","01",7,2053,441000,0,532000,4,"03","3","PK","12","42","Rural"
"0100840","01",7,2971,517000,0,958000,9,"03","3","PK","12","41","Rural"
"0100870","01",7,1661,170000,0,928000,7,"03","3","PK","12","41","Rural"
"0100900","01",7,1345,201000,0,544000,4,"03","3","KG","12","43","Rural"
"0100930","01",7,3082,571000,0,926000,9,"03","3","PK","12","42","Rural"
"0100960","01",7,2380,346000,0,774000,4,"03","3","PK","12","43","Rural"
"0100990","01",7,2777,9e+05,0,471000,7,"03","3","KG","12","32","Town"
"0101020","01",7,10041,2033000,0,2680000,31,"03","3","PK","12","42","Rural"
"0101050","01",7,2869,505000,0,771000,7,"03","3","KG","12","42","Rural"
"0101080","01",7,1289,193000,0,410000,3,"03","3","KG","12","32","Town"
"0101110","01",7,4215,485000,0,1818000,14,"03","3","KG","12","42","Rural"
"0101140","01",7,8758,1720000,0,2653000,15,"03","3","KG","12","42","Rural"
"0101170","01",7,8918,1801000,0,2479000,19,"03","3","PK","12","13","Urban"
"0101200","01",7,2462,448000,0,668000,4,"03","3","PK","12","33","Town"
"0101230","01",7,9017,1174000,0,2935000,21,"03","3","PK","12","13","Urban"
"0101260","01",7,882,131000,0,312000,3,"03","3","KG","12","43","Rural"
"0101290","01",7,10865,1852000,0,2105000,15,"03","3","PK","12","21","Urban"
"0101320","01",7,6104,1216000,0,1236000,11,"03","3","PK","12","32","Town"
"0101350","01",7,4622,677000,0,1798000,14,"03","3","KG","12","32","Town"
"0101380","01",7,9225,1672000,0,1890000,23,"03","3","PK","12","23","Urban"
"0101410","01",7,2779,460000,0,971000,6,"03","3","PK","12","32","Town"
"0101440","01",7,2327,303000,0,814000,7,"03","3","KG","12","21","Urban"
"0101470","01",7,2525,564000,0,647000,6,"03","3","PK","12","42","Rural"
"0101530","01",7,4053,555000,0,1347000,9,"03","3","PK","12","13","Urban"
"0101560","01",7,2899,684000,0,948000,4,"03","3","PK","12","32","Town"
"0101590","01",7,3170,740000,0,1090000,9,"03","3","PK","12","42","Rural"
"0101620","01",7,5429,805000,0,2106000,16,"03","3","PK","12","13","Urban"
"0101640","01",7,1292,194000,0,334000,3,"03","3","KG","12","32","Town"
"0101660","01",7,2685,542000,0,798000,9,"03","3","KG","12","42","Rural"
"0101680","01",7,1467,98000,0,776000,5,"03","3","KG","12","42","Rural"
"0101690","01",7,1921,479000,0,408000,4,"03","3","KG","12","32","Town"
"0101710","01",7,3198,318000,0,1152000,10,"03","3","PK","12","31","Town"
"0101720","01",7,1647,387000,0,440000,4,"03","3","PK","12","41","Rural"
"0101730","01",7,3130,855000,0,419000,6,"03","3","PK","12","23","Urban"
"0101740","01",7,2729,467000,0,1039000,9,"03","3","PK","12","42","Rural"
"0101760","01",7,3388,1054000,0,406000,5,"03","3","PK","12","21","Urban"
"0101770","01",7,6320,1299000,0,1957000,11,"03","3","PK","12","41","Rural"
"0101800","01",7,22799,4308000,0,4569000,52,"03","3","PK","12","12","Urban"
"0101830","01",7,5940,1395000,0,1984000,19,"03","3","PK","12","42","Rural"
"0101860","01",7,1689,428000,0,277000,2,"03","3","KG","12","13","Urban"
"0101890","01",7,2701,536000,0,536000,6,"03","3","PK","12","32","Town"
"0101920","01",7,36109,8130000,0,7871000,59,"03","3","KG","12","21","Urban"
"0101950","01",7,2343,585000,0,625000,5,"03","3","KG","12","43","Rural"
"0101980","01",7,934,74000,0,423000,3,"03","3","KG","12","32","Town"
"0102010","01",7,8904,1944000,0,1787000,13,"03","3","PK","12","42","Rural"
"0102040","01",7,5437,1123000,0,1407000,16,"03","3","KG","12","42","Rural"
"0102070","01",7,10002,1673000,0,2346000,12,"03","3","PK","12","21","Urban"
"0102100","01",7,8556,2446000,0,1723000,13,"03","3","PK","12","42","Rural"
"0102130","01",7,508,58000,0,261000,4,"03","3","PK","12","43","Rural"
"0102160","01",7,2026,319000,0,1294000,9,"03","3","KG","12","42","Rural"
"0102190","01",7,3029,269000,0,1855000,7,"03","3","PK","12","32","Town"
"0102220","01",7,19146,5540000,0,2925000,28,"03","3","PK","12","21","Urban"
"0102250","01",7,1531,213000,0,682000,5,"03","3","KG","12","43","Rural"
"0102310","01",7,3718,827000,0,956000,11,"03","3","PK","12","43","Rural"
"0102350","01",7,1257,219000,0,496000,4,"03","3","KG","12","21","Urban"
"0102370","01",7,64375,6186000,0,20174000,115,"03","3","PK","12","12","Urban"
"0102400","01",7,4300,450000,0,1143000,12,"03","3","PK","12","43","Rural"
"0102430","01",7,31618,3567000,0,10654000,61,"03","3","PK","12","12","Urban"
"0102480","01",7,7771,1892000,0,1741000,20,"03","3","PK","12","42","Rural"
"0102490","01",7,4328,1840000,0,0,6,"03","3","KG","12","21","Urban"
"0102520","01",7,2711,898000,0,418000,7,"03","3","PK","12","13","Urban"
"0102550","01",7,1412,324000,0,263000,2,"03","3","KG","12","41","Rural"
"0102580","01",7,4181,673000,0,1368000,9,"03","3","PK","12","13","Urban"
"0102610","01",7,1428,229000,0,363000,3,"03","3","PK","12","41","Rural"
"0102635","01",7,3983,923000,0,925000,7,"03","3","KG","12","13","Urban"
"0102640","01",7,2479,510000,0,798000,8,"03","3","KG","12","31","Town"
"0102650","01",7,4179,881000,0,956000,8,"03","3","PK","12","32","Town"
"0102670","01",7,1999,3e+05,0,1180000,5,"03","3","KG","12","43","Rural"
"0102700","01",7,5812,817000,0,2346000,10,"03","3","PK","12","21","Urban"
"0102730","01",7,3145,414000,0,1214000,10,"03","3","PK","12","42","Rural"
"0102760","01",7,1090,191000,0,318000,3,"03","3","KG","12","31","Town"
"0102790","01",7,2204,267000,0,912000,6,"03","3","KG","12","42","Rural"
"0102820","01",7,2286,354000,0,569000,6,"03","3","KG","12","43","Rural"
"0102850","01",7,1493,239000,0,464000,4,"03","3","KG","12","32","Town"
"0102880","01",7,3383,545000,0,1305000,8,"03","3","PK","12","42","Rural"
"0102910","01",7,2398,550000,0,826000,4,"03","3","KG","12","32","Town"
"0102940","01",7,2683,649000,0,589000,6,"03","3","KG","12","32","Town"
"0102970","01",7,4181,531000,0,1782000,14,"03","3","PK","12","32","Town"
"0103000","01",7,1180,192000,0,464000,4,"03","3","PK","12","23","Urban"
"0103030","01",7,26299,8153000,0,3973000,38,"03","3","PK","12","21","Urban"
"0103062","01",7,8283,1973000,0,1703000,18,"03","3","PK","12","42","Rural"
"0103090","01",7,2283,238000,0,1225000,7,"03","3","PK","12","43","Rural"
"0103120","01",7,2363,554000,0,654000,5,"03","3","PK","12","32","Town"
"0103150","01",7,2573,407000,0,913000,8,"03","3","PK","12","41","Rural"
"0103180","01",7,7925,1708000,0,2924000,18,"03","3","KG","12","42","Rural"
"0103210","01",7,3167,613000,0,1021000,7,"03","3","KG","12","42","Rural"
"0103240","01",7,2023,436000,0,513000,3,"03","3","KG","12","41","Rural"
"0103270","01",7,1371,190000,0,647000,6,"03","3","PK","12","21","Urban"
"0103300","01",7,1581,249000,0,417000,3,"03","3","PK","12","33","Town"
"0103330","01",7,2298,401000,0,661000,4,"03","3","KG","12","41","Rural"
"0103360","01",7,10392,1275000,0,3499000,24,"03","3","PK","12","12","Urban"
"0103390","01",7,16968,4710000,0,4014000,33,"03","3","PK","12","22","Urban"
"0103420","01",7,1519,373000,0,380000,7,"03","3","KG","12","23","Urban"
"0103430","01",7,5935,1581000,0,214000,8,"03","3","PK","12","21","Urban"
"0103450","01",7,8398,1408000,0,2509000,23,"03","3","PK","12","42","Rural"
"0103480","01",7,3582,492000,0,1057000,8,"03","3","KG","12","43","Rural"
"0103510","01",7,2165,190000,0,1164000,7,"03","3","PK","12","43","Rural"
"0103540","01",7,1325,419000,0,270000,3,"03","3","KG","12","43","Rural"
"0103580","01",7,2774,649000,0,848000,10,"03","3","PK","12","43","Rural"
"0200001","02",7,3992,248000,0,2221000,28,"03","2","PK","12","43","Rural"
"0200003","02",7,2045,92000,0,1425000,11,"03","3","PK","12","43","Rural"
"0200004","02",7,467,22000,0,283000,3,"03","3","PK","12","43","Rural"
"0200005","02",7,329,21000,0,191000,1,"03","3","PK","12","43","Rural"
"0200006","02",7,NA,NA,NA,NA,1,NA,NA,"09","12","41","Rural"
"0200007","02",7,283,22000,0,51000,7,"03","3","PK","12","43","Rural"
"0200010","02",7,38,0,0,0,3,"03","3","KG","12","43","Rural"
"0200020","02",7,1660,86000,0,1006000,15,"03","3","PK","12","43","Rural"
"0200030","02",7,183,57000,0,42000,2,"03","3","PK","12","43","Rural"
"0200050","02",7,411,24000,0,270000,8,"03","3","PK","12","43","Rural"
"0200060","02",7,411,54000,0,140000,2,"03","3","PK","12","43","Rural"
"0200070","02",7,535,54000,0,84000,8,"03","3","PK","12","43","Rural"
"0200090","02",7,754,32000,0,180000,5,"03","3","PK","12","43","Rural"
"0200100","02",7,1257,95000,0,185000,8,"03","2","PK","12","43","Rural"
"0200120","02",7,512,31000,0,220000,2,"03","3","PK","12","43","Rural"
"0200130","02",7,3797,22000,0,94000,4,"03","3","PK","12","23","Urban"
"0200150","02",7,2274,126000,0,346000,10,"03","2","PK","12","33","Town"
"0200180","02",7,48857,5106000,0,9086000,97,"03","2","PK","12","11","Urban"
"0200210","02",7,5109,118000,0,401000,12,"03","2","PK","12","33","Town"
"0200240","02",7,1400,110000,0,194000,6,"03","3","PK","12","33","Town"
"0200270","02",7,319,44000,0,1e+05,4,"03","3","PK","12","43","Rural"
"0200300","02",7,134,16000,0,63000,2,"03","3","PK","12","43","Rural"
"0200330","02",7,77,0,0,28000,1,"03","3","PK","12","43","Rural"
"0200360","02",7,102,16000,0,42000,1,"03","3","PK","12","43","Rural"
"0200390","02",7,9486,956000,0,1646000,45,"03","2","PK","12","43","Rural"
"0200450","02",7,137,11000,0,47000,1,"03","3","PK","12","43","Rural"
"0200480","02",7,2689,256000,0,677000,16,"03","3","PK","12","33","Town"
"0200485","02",7,410,62000,0,139000,15,"03","3","PK","12","43","Rural"
"0200510","02",7,16159,1552000,0,3001000,41,"03","2","PK","12","32","Town"
"0200520","02",7,309,41000,0,102000,9,"03","3","PK","12","43","Rural"
"0200525","02",7,290,2000,0,108000,3,"03","3","PK","12","43","Rural"
"0200540","02",7,896,52000,0,68000,2,"03","3","PK","12","43","Rural"
"0200570","02",7,727,82000,0,184000,5,"03","2","PK","12","33","Town"
"0200600","02",7,14227,2013000,0,2569000,34,"03","2","PK","12","13","Urban"
"0200610","02",7,1864,185000,0,460000,11,"03","3","PK","12","43","Rural"
"0200625","02",7,1942,157000,0,909000,13,"03","3","PK","12","43","Rural"
"0200630","02",7,16,0,0,0,1,"03","3","KG","12","43","Rural"
"0200660","02",7,558,37000,0,163000,3,"03","3","PK","12","43","Rural"
"0200670","02",7,112,0,0,0,2,"03","3","PK","12","43","Rural"
"0200680","02",7,189,14000,0,129000,1,"03","3","PK","12","43","Rural"
"0200690","02",7,110,67000,0,11000,1,"03","3","PK","12","43","Rural"
"0200700","02",7,154,2000,0,129000,10,"03","3","PK","12","43","Rural"
"0200710","02",7,667,50000,0,322000,9,"03","3","PK","12","43","Rural"
"0200715","02",7,60,0,0,0,2,"03","3","PK","12","43","Rural"
"0200720","02",7,390,106000,0,76000,2,"03","3","PK","12","43","Rural"
"0200730","02",7,173,1000,0,18000,5,"03","3","KG","12","43","Rural"
"0200760","02",7,388,59000,0,160000,10,"03","3","PK","12","43","Rural"
"0200770","02",7,648,0,0,0,4,"03","3","PK","12","43","Rural"
"0200775","02",7,282,19000,0,0,8,"03","3","PK","12","43","Rural"
"0200780","02",7,729,159000,0,105000,3,"03","3","PK","12","43","Rural"
"0200800","02",7,242,0,0,0,4,"03","3","PK","12","11","Urban"
"0200810","02",7,350,0,0,0,3,"03","3","PK","12","43","Rural"
"0200840","02",7,122,8000,0,69000,1,"03","3","PK","12","43","Rural"
"0200862","02",7,1352,13000,0,17000,11,"03","2","PK","12","23","Urban"
"0400001","04",7,5882,1394000,0,165000,8,"03","3","PK","12","12","Urban"
"0400003","04",7,2823,316000,0,704000,4,"03","3","PK","12","31","Town"
"0400004","04",7,416,50000,0,92000,1,"01","3","PK","08","32","Town"
"0400005","04",7,110,6000,0,50000,1,"01","3","PK","08","43","Rural"
"0400016","04",7,585,93000,0,247000,5,"03","1","KG","12","33","Town"
"0400018","04",7,216,0,0,0,1,"01","1","KG","08","13","Urban"
"0400019","04",7,164,0,0,0,1,"02","1","09","12","13","Urban"
"0400020","04",7,268,0,0,0,1,"01","1","KG","08","13","Urban"
"0400021","04",7,453,7000,0,103000,3,"03","3","PK","12","32","Town"
"0400022","04",7,83,0,0,5000,1,"01","3","KG","08","43","Rural"
"0400023","04",7,1338,125000,0,525000,3,"03","3","PK","12","43","Rural"
"0400026","04",7,589,58000,0,122000,4,"03","3","PK","12","43","Rural"
"0400028","04",7,97,0,0,0,1,"01","1","KG","08","33","Town"
"0400031","04",7,101,0,0,0,1,"01","1","KG","08","11","Urban"
"0400033","04",7,216,2000,0,102000,1,"01","1","KG","08","11","Urban"
"0400034","04",7,727,80000,0,0,1,"01","1","KG","08","11","Urban"
"0400036","04",7,253,0,0,0,1,"03","1","06","12","12","Urban"
"0400037","04",7,115,0,0,0,1,"01","1","KG","08","11","Urban"
"0400038","04",7,340,39000,0,0,3,"01","1","KG","08",NA,NA
"0400039","04",7,NA,NA,NA,NA,-2,NA,NA,"N","N",NA,NA
"0400040","04",7,1160,0,0,0,1,"01","1","KG","08","11","Urban"
"0400041","04",7,233,1000,0,27000,1,"02","1","09","12","11","Urban"
"0400043","04",7,254,0,0,0,1,"02","1","09","12","12","Urban"
"0400045","04",7,131,5000,0,11000,2,"01","1","KG","08",NA,NA
"0400047","04",7,309,0,0,212000,1,"02","1","07","12","41","Rural"
"0400048","04",7,117,0,0,0,2,"01","1","KG","08",NA,NA
"0400052","04",7,760,2000,0,234000,3,"03","1","KG","12","11","Urban"
"0400053","04",7,418,0,0,0,1,"02","1","07","12","11","Urban"
"0400054","04",7,485,0,0,0,1,"01","1","KG","08","11","Urban"
"0400055","04",7,101,0,0,0,2,"01","1","KG","08","11","Urban"
"0400056","04",7,372,0,0,0,1,"03","1","06","12","11","Urban"
"0400057","04",7,108,0,0,0,1,"02","1","09","12","11","Urban"
"0400059","04",7,105,6000,0,18000,2,"01","1","KG","08",NA,NA
"0400061","04",7,171,0,0,0,1,"02","1","09","12","11","Urban"
"0400062","04",7,257,1000,0,158000,2,"01","1","KG","08",NA,NA
"0400064","04",7,98,20000,0,0,2,"03","1","KG","12",NA,NA
"0400065","04",7,1985,57000,0,0,4,"01","1","KG","08","21","Urban"
"0400067","04",7,25,3000,0,0,1,"02","1","09","12","11","Urban"
"0400068","04",7,241,0,0,0,2,"01","1","KG","08","11","Urban"
"0400069","04",7,163,0,0,0,1,"01","1","KG","08","11","Urban"
"0400070","04",7,338,0,0,0,2,"02","1","07","12","12","Urban"
"0400071","04",7,435,88000,0,0,1,"01","1","KG","06","21","Urban"
"0400072","04",7,406,0,0,0,2,"03","1","KG","09","11","Urban"
"0400074","04",7,1443,9000,0,6000,4,"03","1","KG","12","33","Town"
"0400075","04",7,408,0,0,0,1,"01","1","KG","08","33","Town"
"0400077","04",7,111,0,0,0,2,"02","1","09","12","41","Rural"
"0400078","04",7,214,0,0,0,4,"02","1","09","12","11","Urban"
"0400079","04",7,123,0,0,0,1,"02","1","09","12","11","Urban"
"0400081","04",7,307,22000,0,53000,1,"03","1","KG","12","11","Urban"
"0400082","04",7,2471,431000,0,265000,2,"02","3","09","12","33","Town"
"0400083","04",7,1107,0,0,3000,12,"02","1","09","12","33","Town"
"0400085","04",7,104,17000,0,17000,1,"02","1","06","12",NA,NA
"0400088","04",7,69,145000,0,145000,1,"02","1","06","12",NA,NA
"0400089","04",7,165,28000,0,0,1,"01","1","KG","08","41","Rural"
"0400090","04",7,176,14000,0,28000,1,"01","1","KG","08","31","Town"
"0400092","04",7,414,0,0,0,1,"01","1","KG","08","23","Urban"
"0400093","04",7,125,0,0,0,1,"01","1","KG","08","13","Urban"
"0400094","04",7,88,0,0,0,1,"02","1","09","12","13","Urban"
"0400095","04",7,112,1000,0,29000,1,"02","1","09","12","13","Urban"
"0400096","04",7,187,0,0,0,1,"01","1","KG","06","13","Urban"
"0400097","04",7,364,0,0,0,1,"02","1","07","12","13","Urban"
"0400098","04",7,205,0,0,0,1,"01","1","KG","08","13","Urban"
"0400099","04",7,55,0,0,0,1,"02","1","09","12","33","Town"
"0400100","04",7,535,36000,0,44000,1,"01","1","KG","08","11","Urban"
"0400101","04",7,624,14000,0,199000,6,"03","1","KG","12",NA,NA
"0400102","04",7,220,0,0,76000,1,"01","1","KG","08","11","Urban"
"0400103","04",7,541,0,0,0,6,"03","1","06","12","11","Urban"
"0400104","04",7,74,0,0,0,1,"03","1","06","12",NA,NA
"0400105","04",7,180,69000,0,14000,1,"01","1","KG","08","11","Urban"
"0400106","04",7,237,0,0,0,1,"02","1","09","12","11","Urban"
"0400107","04",7,269,0,0,0,2,"02","1","09","12","11","Urban"
"0400108","04",7,428,0,0,0,5,"02","1","09","12","12","Urban"
"0400109","04",7,642,1000,0,313000,1,"01","1","KG","08","11","Urban"
"0400111","04",7,331,38000,0,0,1,"01","1","KG","08","12","Urban"
"0400112","04",7,241,0,0,0,1,"03","1","KG","12","21","Urban"
"0400113","04",7,163,0,0,0,1,"01","1","KG","08","21","Urban"
"0400114","04",7,128,0,0,0,2,"02","1","09","12",NA,NA
"0400115","04",7,239,0,0,0,1,"01","1","KG","08","41","Rural"
"0400116","04",7,184,16000,0,126000,1,"01","1","05","08",NA,NA
"0400120","04",7,NA,NA,NA,NA,13,NA,NA,"09","12","11","Urban"
"0400121","04",7,258,0,0,0,1,"02","1","09","12","11","Urban"
"0400122","04",7,402,6000,0,145000,1,"01","1","KG","08","11","Urban"
"0400124","04",7,151,0,0,0,1,"02","1","09","12","11","Urban"
"0400125","04",7,191,18000,0,73000,1,"02","1","09","12","11","Urban"
"0400126","04",7,83,0,0,0,2,"01","1","KG","05","11","Urban"
"0400128","04",7,130,0,0,37000,2,"01","1","KG","08","11","Urban"
"0400129","04",7,200,0,0,0,1,"03","1","KG","12","41","Rural"
"0400130","04",7,454,0,0,0,2,"03","1","KG","12","32","Town"
"0400131","04",7,727,0,0,0,4,"03","1","KG","12","11","Urban"
"0400133","04",7,265,30000,0,32000,2,"03","1","KG","12","21","Urban"
"0400134","04",7,527,0,0,0,1,"03","1","05","12","11","Urban"
"0400135","04",7,639,101000,0,46000,1,"01","1","KG","06","21","Urban"
"0400136","04",7,102,0,0,0,1,"01","1","KG","05",NA,NA
"0400138","04",7,103,0,0,0,1,"01","1","KG","08",NA,NA
"0400141","04",7,101,30000,0,30000,1,"01","1","KG","06","41","Rural"
"0400142","04",7,95,0,0,0,1,"02","1","09","12",NA,NA
"0400143","04",7,NA,NA,NA,NA,-2,NA,NA,"N","N",NA,NA
"0400144","04",7,189,0,0,61000,1,"03","1","06","12","11","Urban"
"0400145","04",7,70,0,0,0,1,"01","1","KG","06","11","Urban"
"0400146","04",7,95,0,0,0,1,"01","1","KG","08",NA,NA
"0400147","04",7,151,5000,0,10000,1,"02","1","09","12","11","Urban"
"0400148","04",7,NA,NA,NA,NA,-2,NA,NA,"N","N",NA,NA
"0400149","04",7,206,0,0,0,1,"02","1","09","12","11","Urban"
"0400150","04",7,127,58000,0,58000,1,"01","1","KG","12","33","Town"
"0400151","04",7,151,6000,0,42000,1,"01","1","KG","06","11","Urban"
"0400152","04",7,100,0,0,0,2,"03","1","KG","12",NA,NA
"0400153","04",7,107,0,0,0,1,"02","1","07","12","11","Urban"
"0400154","04",7,146,0,0,0,1,"02","1","09","12","43","Rural"
"0400155","04",7,NA,NA,NA,NA,-2,NA,NA,"N","N",NA,NA
"0400157","04",7,1083,0,0,0,1,"03","1","KG","12","11","Urban"
"0400159","04",7,133,0,0,0,1,"02","1","09","12","11","Urban"
"0400160","04",7,40,0,0,0,1,"02","1","09","12","11","Urban"
"0400161","04",7,274,0,0,0,1,"02","1","09","12",NA,NA
"0400162","04",7,371,0,0,0,1,"02","1","09","12",NA,NA
"0400163","04",7,128,0,0,0,4,"02","3","04","12","13","Urban"
"0400164","04",7,138,4000,0,0,2,"03","1","KG","12","11","Urban"
"0400165","04",7,192,0,0,0,1,"03","1","01","09","11","Urban"
"0400178","04",7,NA,NA,NA,NA,-2,NA,NA,"N","N","33","Town"
"0400181","04",7,409,0,0,0,1,"01","1","KG","06","11","Urban"
"0400182","04",7,235,21000,0,0,1,"01","1","KG","06","11","Urban"
"0400184","04",7,594,64000,0,42000,1,"01","1","KG","08","21","Urban"
"0400185","04",7,620,190000,0,0,1,"01","1","KG","08","11","Urban"
"0400187","04",7,134,6000,0,0,1,"01","1","KG","08","21","Urban"
"0400188","04",7,157,11000,0,0,1,"01","1","KG","06",NA,NA
"0400189","04",7,21,0,0,0,1,"01","1","KG","06","11","Urban"
"0400190","04",7,410,0,0,0,2,"01","1","KG","08","11","Urban"
"0400191","04",7,187,0,0,0,1,"01","1","KG","06","21","Urban"
"0400192","04",7,94,0,0,0,1,"02","1","09","12","11","Urban"
"0400197","04",7,0,0,0,0,12,"05","3","09","12","41","Rural"
"0400198","04",7,434,12000,0,211000,1,"01","1","KG","08",NA,NA
"0400201","04",7,111,0,0,0,1,"02","1","09","12","11","Urban"
"0400202","04",7,609,0,0,0,3,"03","1","KG","12","11","Urban"
"0400204","04",7,307,0,0,0,1,"02","1","09","12","21","Urban"
"0400205","04",7,188,0,0,0,1,"01","1","KG","08","32","Town"
"0400206","04",7,146,0,0,0,1,"01","1","KG","08","41","Rural"
"0400207","04",7,61,1000,0,0,1,"02","1","07","12",NA,NA
"0400208","04",7,154,0,0,0,1,"01","1","KG","08","13","Urban"
