"LEAID","FIPST","YEAR","V33","A09","C10","C25","OPERATIONAL_SCHOOLS","SCHLEV","AGCHRT","GSLO","GSHI","LOCALE","URBANICITY"
"0100660","01",12,7663,1127000,0,2925000,13,"03","3","PK","12","42","Rural"
"0100690","01",12,1721,155000,0,905000,5,"03","3","KG","12","43","Rural"
"0100720","01",12,3224,527000,0,1506000,8,"03","3","PK","12","43","Rural"
"0100750","01",12,2058,239000,0,723000,8,"03","3","KG","12","42","Rural"
"0100780","01",12,2665,493000,0,1027000,8,"03","3","PK","12","42","Rural"
"0100810","01",12,1977,379000,0,679000,4,"03","3","PK","12","42","Rural"
"0100840","01",12,2769,395000,0,1143000,9,"03","3","PK","12","41","Rural"
"0100870","01",12,1644,115000,0,1068000,6,"03","3","PK","12","41","Rural"
"0100900","01",12,1149,164000,0,555000,4,"03","3","KG","12","43","Rural"
"0100930","01",12,3112,459000,0,1178000,9,"03","3","PK","12","42","Rural"
"0100960","01",12,2240,278000,0,823000,4,"03","3","PK","12","43","Rural"
"0100990","01",12,3111,707000,0,577000,7,"03","3","KG","12","32","Town"
"0101020","01",12,9604,1431000,0,3152000,29,"03","3","PK","12","42","Rural"
"0101050","01",12,3045,465000,0,988000,7,"03","3","KG","12","42","Rural"
"0101080","01",12,1181,124000,0,454000,2,"03","3","KG","12","32","Town"
"0101110","01",12,3723,405000,0,1995000,14,"03","3","PK","12","42","Rural"
"0101140","01",12,8719,1099000,0,3452000,15,"03","3","KG","12","42","Rural"
"0101170","01",12,8418,1428000,0,3295000,20,"03","3","PK","12","13","Urban"
"0101200","01",12,2290,307000,0,777000,4,"03","3","PK","12","33","Town"
"0101230","01",12,9229,956000,0,3622000,20,"03","3","PK","12","13","Urban"
"0101260","01",12,742,80000,0,362000,3,"03","3","KG","12","43","Rural"
"0101290","01",12,11280,1508000,0,3026000,15,"03","3","PK","12","21","Urban"
"0101320","01",12,6538,1617000,0,1733000,11,"03","3","PK","12","32","Town"
"0101350","01",12,4603,542000,0,2146000,14,"03","3","PK","12","32","Town"
"0101380","01",12,9138,1571000,0,2652000,23,"03","3","PK","12","23","Urban"
"0101410","01",12,2805,365000,0,1192000,6,"03","3","PK","12","32","Town"
"0101440","01",12,1770,138000,0,945000,7,"03","3","KG","12","21","Urban"
"0101470","01",12,2428,487000,0,860000,6,"03","3","PK","12","42","Rural"
"0101530","01",12,4369,499000,0,1783000,9,"03","3","PK","12","13","Urban"
"0101560","01",12,3076,543000,0,1358000,4,"03","3","PK","12","32","Town"
"0101590","01",12,3238,641000,0,1411000,9,"03","3","PK","12","42","Rural"
"0101620","01",12,5491,790000,0,2429000,16,"03","3","PK","12","13","Urban"
"0101640","01",12,1280,141000,0,477000,3,"03","3","KG","12","32","Town"
"0101660","01",12,2739,430000,0,1202000,9,"03","3","KG","12","42","Rural"
"0101680","01",12,1249,68000,0,820000,6,"03","3","KG","12","42","Rural"
"0101690","01",12,1974,413000,0,514000,4,"03","3","KG","12","32","Town"
"0101710","01",12,2857,166000,0,1244000,8,"03","3","PK","12","31","Town"
"0101720","01",12,1694,346000,0,591000,4,"03","3","PK","12","41","Rural"
"0101730","01",12,3119,587000,0,517000,6,"03","3","PK","12","23","Urban"
"0101740","01",12,2669,383000,0,1030000,8,"03","3","PK","12","42","Rural"
"0101760","01",12,3711,1026000,0,614000,5,"03","3","PK","12","21","Urban"
"0101770","01",12,6450,1117000,0,2544000,11,"03","3","PK","12","41","Rural"
"0101800","01",12,23437,3609000,0,8035000,50,"03","3","PK","12","12","Urban"
"0101830","01",12,5760,1043000,0,2347000,19,"03","3","PK","12","42","Rural"
"0101860","01",12,1531,307000,0,426000,2,"03","3","KG","12","13","Urban"
"0101890","01",12,2745,423000,0,765000,6,"03","3","PK","12","32","Town"
"0101920","01",12,36069,6561000,0,12563000,62,"03","3","KG","12","21","Urban"
"0101950","01",12,2380,502000,0,865000,5,"03","3","KG","12","43","Rural"
"0101980","01",12,842,47000,0,479000,3,"03","3","KG","12","32","Town"
"0102010","01",12,8760,1721000,0,2243000,13,"03","3","PK","12","42","Rural"
"0102040","01",12,5090,894000,0,1722000,16,"03","3","KG","12","42","Rural"
"0102070","01",12,9793,1287000,0,3131000,14,"03","3","PK","12","21","Urban"
"0102100","01",12,8948,2134000,0,2514000,13,"03","3","PK","12","42","Rural"
"0102130","01",12,519,33000,0,278000,4,"03","3","PK","12","43","Rural"
"0102160","01",12,1749,125000,0,1507000,9,"03","3","KG","12","42","Rural"
"0102190","01",12,2361,121000,0,1440000,6,"03","3","PK","12","32","Town"
"0102220","01",12,19764,5392000,0,4211000,29,"03","3","PK","12","21","Urban"
"0102250","01",12,1266,108000,0,582000,5,"03","3","KG","12","43","Rural"
"0102310","01",12,3459,512000,0,1103000,12,"03","3","PK","12","43","Rural"
"0102350","01",12,1236,150000,0,696000,4,"03","3","KG","12","21","Urban"
"0102370","01",12,58625,4009000,0,24557000,111,"03","3","PK","12","12","Urban"
"0102400","01",12,3728,263000,0,1580000,11,"03","3","PK","12","43","Rural"
"0102430","01",12,31359,2935000,0,13471000,65,"03","3","PK","12","12","Urban"
"0102480","01",12,7757,1496000,0,2421000,20,"03","3","PK","12","42","Rural"
"0102490","01",12,4468,1935000,0,0,6,"03","3","KG","12","21","Urban"
"0102520","01",12,2856,860000,0,525000,7,"03","3","PK","12","13","Urban"
"0102550","01",12,1465,298000,0,382000,2,"03","3","KG","12","41","Rural"
"0102580","01",12,4299,467000,0,1777000,9,"03","3","PK","12","13","Urban"
"0102610","01",12,1366,228000,0,448000,3,"03","3","KG","12","41","Rural"
"0102635","01",12,4140,724000,0,1302000,7,"03","3","KG","12","13","Urban"
"0102640","01",12,2284,335000,0,876000,7,"03","3","KG","12","31","Town"
"0102650","01",12,4091,684000,0,1239000,9,"03","3","PK","12","32","Town"
"0102670","01",12,1739,1e+05,0,1182000,5,"03","3","KG","12","43","Rural"
"0102700","01",12,6819,747000,0,3062000,12,"03","3","PK","12","21","Urban"
"0102730","01",12,2733,325000,0,1155000,10,"03","3","PK","12","42","Rural"
"0102760","01",12,1216,111000,0,398000,3,"03","3","KG","12","31","Town"
"0102790","01",12,2272,201000,0,1141000,7,"03","3","KG","12","42","Rural"
"0102820","01",12,2252,264000,0,845000,7,"03","3","KG","12","43","Rural"
"0102850","01",12,1534,159000,0,553000,4,"03","3","KG","12","32","Town"
"0102880","01",12,3555,408000,0,1472000,9,"03","3","PK","12","42","Rural"
"0102910","01",12,2480,469000,0,1193000,4,"03","3","KG","12","32","Town"
"0102940","01",12,2627,517000,0,758000,6,"03","3","KG","12","32","Town"
"0102970","01",12,4040,457000,0,2358000,14,"03","3","PK","12","32","Town"
"0103000","01",12,1108,158000,0,615000,4,"03","3","PK","12","23","Urban"
"0103030","01",12,28655,6796000,0,5889000,42,"03","3","PK","12","21","Urban"
"0103062","01",12,8889,1646000,0,2290000,19,"03","3","PK","12","42","Rural"
"0103090","01",12,1879,52000,0,1012000,8,"03","3","PK","12","43","Rural"
"0103120","01",12,2391,5e+05,0,770000,5,"03","3","PK","12","32","Town"
"0103150","01",12,2307,240000,0,1083000,8,"03","3","PK","12","41","Rural"
"0103180","01",12,7578,1331000,0,3547000,18,"03","3","KG","12","42","Rural"
"0103210","01",12,2979,319000,0,1104000,7,"03","3","KG","12","42","Rural"
"0103240","01",12,1916,276000,0,570000,3,"03","3","KG","12","41","Rural"
"0103270","01",12,1096,91000,0,720000,6,"03","3","KG","12","21","Urban"
"0103300","01",12,1491,186000,0,580000,3,"03","3","PK","12","33","Town"
"0103330","01",12,2138,381000,0,792000,4,"03","3","KG","12","41","Rural"
"0103360","01",12,10142,1268000,0,4505000,26,"03","3","PK","12","12","Urban"
"0103390","01",12,17763,4089000,0,5726000,34,"03","3","PK","12","22","Urban"
"0103420","01",12,1483,379000,0,521000,7,"03","3","KG","12","23","Urban"
"0103430","01",12,6667,1809000,0,385000,8,"03","3","PK","12","21","Urban"
"0103450","01",12,8131,1050000,0,2857000,23,"03","3","PK","12","42","Rural"
"0103480","01",12,3207,359000,0,1097000,8,"03","3","KG","12","43","Rural"
"0103510","01",12,1901,183000,0,1280000,7,"03","3","PK","12","43","Rural"
"0103540","01",12,1291,369000,0,342000,3,"03","3","KG","12","43","Rural"
"0103580","01",12,2643,501000,0,1043000,10,"03","3","PK","12","43","Rural"
"0200001","02",12,4143,465000,0,2984000,28,"03","2","PK","12","43","Rural"
"0200003","02",12,1983,174000,0,1494000,11,"03","3","PK","12","43","Rural"
"0200004","02",12,441,22000,0,376000,3,"03","3","PK","12","43","Rural"
"0200005","02",12,307,18000,0,248000,1,"03","3","PK","12","43","Rural"
"0200006","02",12,398,-2,-2,-2,1,"02","3","09","12","41","Rural"
"0200007","02",12,257,32000,0,82000,7,"03","3","PK","12","43","Rural"
"0200010","02",12,27,0,0,0,3,"03","3","PK","12","43","Rural"
"0200020","02",12,1867,106000,0,1253000,15,"03","3","PK","12","43","Rural"
"0200030","02",12,151,38000,0,86000,2,"03","3","PK","12","43","Rural"
"0200050","02",12,370,14000,0,337000,8,"03","3","PK","12","43","Rural"
"0200060","02",12,331,86000,0,210000,2,"03","3","PK","12","43","Rural"
"0200070","02",12,492,43000,0,73000,7,"03","3","PK","12","43","Rural"
"0200090","02",12,636,30000,0,240000,5,"03","3","PK","12","43","Rural"
"0200100","02",12,848,75000,0,177000,7,"03","3","PK","12","43","Rural"
"0200120","02",12,534,44000,0,234000,3,"03","3","PK","12","43","Rural"
"0200130","02",12,3931,15000,0,146000,4,"03","3","PK","12","23","Urban"
"0200150","02",12,2247,158000,0,601000,10,"03","2","PK","12","33","Town"
"0200180","02",12,48790,2789000,0,15529000,98,"03","2","PK","12","11","Urban"
"0200210","02",12,5066,429000,0,806000,14,"03","2","PK","12","33","Town"
"0200240","02",12,1321,139000,0,256000,6,"03","3","PK","12","33","Town"
"0200270","02",12,283,47000,0,160000,4,"03","3","PK","12","43","Rural"
"0200300","02",12,116,19000,0,81000,2,"03","3","PK","12","43","Rural"
"0200330","02",12,53,1000,0,29000,2,"03","3","PK","12","43","Rural"
"0200360","02",12,108,24000,0,72000,1,"03","3","PK","12","43","Rural"
"0200390","02",12,9014,707000,0,2265000,43,"03","2","PK","12","43","Rural"
"0200450","02",12,133,11000,0,62000,1,"03","3","PK","12","43","Rural"
"0200480","02",12,2548,214000,0,894000,16,"03","3","PK","12","33","Town"
"0200485","02",12,386,48000,0,146000,15,"03","3","PK","12","43","Rural"
"0200510","02",12,17484,1238000,0,3699000,45,"03","2","PK","12","32","Town"
"0200520","02",12,246,33000,0,109000,9,"03","3","PK","12","43","Rural"
"0200525","02",12,292,1000,0,143000,3,"03","3","PK","12","43","Rural"
"0200540","02",12,1011,45000,0,60000,2,"03","3","PK","12","43","Rural"
"0200570","02",12,692,58000,0,236000,5,"03","2","PK","12","33","Town"
"0200600","02",12,14378,1598000,0,3245000,35,"03","2","PK","12","13","Urban"
"0200610","02",12,1939,104000,0,482000,11,"03","3","PK","12","43","Rural"
"0200625","02",12,2001,364000,0,1234000,13,"03","3","PK","12","43","Rural"
"0200630","02",12,17,0,0,0,1,"03","3","KG","12","43","Rural"
"0200660","02",12,458,33000,0,147000,3,"03","3","PK","12","43","Rural"
"0200670","02",12,106,0,0,0,2,"03","3","PK","12","43","Rural"
"0200680","02",12,196,18000,0,175000,1,"03","3","PK","12","43","Rural"
"0200690","02",12,92,17000,0,7000,1,"03","3","PK","12","43","Rural"
"0200700","02",12,198,8000,0,118000,11,"03","3","PK","12","43","Rural"
"0200710","02",12,587,72000,0,329000,8,"03","3","PK","12","43","Rural"
"0200715","02",12,49,0,0,0,1,"03","3","PK","12","43","Rural"
"0200720","02",12,416,132000,0,68000,2,"03","3","PK","12","43","Rural"
"0200730","02",12,144,6000,0,41000,5,"03","3","PK","12","43","Rural"
"0200760","02",12,379,29000,0,2e+05,9,"03","3","PK","12","43","Rural"
"0200770","02",12,859,0,0,0,4,"03","3","PK","12","43","Rural"
"0200775","02",12,258,25000,0,153000,9,"03","3","PK","12","43","Rural"
"0200780","02",12,636,140000,0,146000,3,"03","3","PK","12","43","Rural"
"0200800","02",12,310,0,0,0,4,"03","3","PK","12","11","Urban"
"0200810","02",12,393,68000,0,98000,4,"03","3","PK","12","43","Rural"
"0200840","02",12,93,26000,0,0,2,"03","3","PK","12","43","Rural"
"0200862","02",12,1474,5000,0,164000,10,"03","3","PK","12","23","Urban"
"0400001","04",12,5556,1184000,0,281000,9,"03","2","PK","12","12","Urban"
"0400003","04",12,2322,135000,0,979000,5,"03","3","PK","12","31","Town"
"0400004","04",12,455,51000,0,133000,1,"01","3","PK","08","32","Town"
"0400005","04",12,99,0,0,67000,1,"01","3","PK","08","43","Rural"
"0400016","04",12,1070,66000,0,819000,5,"03","1","KG","12","33","Town"
"0400018","04",12,246,0,0,0,1,"01","1","KG","08","13","Urban"
"0400019","04",12,308,0,0,0,1,"02","1","07","12","13","Urban"
"0400020","04",12,270,0,0,0,1,"01","1","KG","08","13","Urban"
"0400021","04",12,428,15000,0,108000,4,"03","3","PK","12","32","Town"
"0400022","04",12,170,0,0,0,1,"01","3","PK","12","43","Rural"
"0400023","04",12,1286,43000,0,692000,3,"03","3","PK","12","43","Rural"
"0400026","04",12,469,42000,0,141000,4,"03","3","PK","12","43","Rural"
"0400028","04",12,101,0,0,0,1,"01","1","KG","08","33","Town"
"0400031","04",12,353,0,0,0,1,"01","1","KG","08","11","Urban"
"0400033","04",12,233,5000,0,117000,1,"01","1","KG","08","11","Urban"
"0400034","04",12,791,90000,0,0,1,"01","1","KG","08","11","Urban"
"0400036","04",12,366,0,0,0,1,"03","1","KG","12","12","Urban"
"0400037","04",12,300,0,0,0,2,"01","1","KG","08","11","Urban"
"0400038","04",12,-2,-2,-2,-2,-2,"N","1","KG","08",NA,NA
"0400040","04",12,68,0,0,0,1,"01","1","KG","08","11","Urban"
"0400041","04",12,262,1000,0,0,1,"02","1","09","12","11","Urban"
"0400043","04",12,182,0,0,0,1,"02","1","09","12","12","Urban"
"0400047","04",12,284,0,0,411000,2,"02","1","07","12","41","Rural"
"0400052","04",12,713,0,0,21000,3,"03","1","KG","12","11","Urban"
"0400053","04",12,639,0,0,0,1,"02","1","07","12","11","Urban"
"0400054","04",12,485,0,0,0,1,"01","1","KG","08","11","Urban"
"0400055","04",12,85,1000,0,45000,2,"01","1","KG","08","11","Urban"
"0400056","04",12,798,0,0,0,1,"03","1","05","12","11","Urban"
"0400057","04",12,116,0,0,0,1,"02","1","09","12","11","Urban"
"0400061","04",12,109,0,0,0,1,"02","1","09","12","11","Urban"
"0400065","04",12,2341,75000,0,0,4,"01","1","KG","08","21","Urban"
"0400067","04",12,8,1000,0,3000,1,"02","1","09","12","11","Urban"
"0400068","04",12,298,0,0,0,2,"01","1","KG","08","11","Urban"
"0400069","04",12,169,0,0,0,1,"01","1","KG","06","11","Urban"
"0400070","04",12,250,0,0,0,1,"02","1","07","12","12","Urban"
"0400071","04",12,483,4000,0,0,2,"01","1","KG","08","21","Urban"
"0400072","04",12,468,0,0,0,2,"01","1","KG","09","11","Urban"
"0400074","04",12,1440,8000,0,12000,4,"03","1","KG","12","33","Town"
"0400075","04",12,404,0,0,0,1,"01","1","KG","08","33","Town"
"0400077","04",12,103,1000,0,25000,2,"02","1","09","12","41","Rural"
"0400078","04",12,266,0,0,0,4,"02","1","09","12","11","Urban"
"0400079","04",12,195,0,0,0,2,"02","1","09","12","11","Urban"
"0400081","04",12,373,34000,0,122000,1,"03","1","KG","12","11","Urban"
"0400082","04",12,2157,230000,0,417000,3,"02","3","09","12","33","Town"
"0400083","04",12,893,1000,0,149000,11,"02","1","09","12","33","Town"
"0400085","04",12,-2,-2,-2,-2,-2,"N","1","06","12",NA,NA
"0400088","04",12,-2,-2,-2,-2,-2,"N","1","06","12",NA,NA
"0400089","04",12,135,0,0,0,1,"01","1","KG","08","41","Rural"
"0400090","04",12,159,8000,0,34000,1,"01","1","KG","08","31","Town"
"0400092","04",12,470,0,0,0,1,"01","1","KG","08","23","Urban"
"0400093","04",12,189,0,0,0,1,"01","1","KG","08","13","Urban"
"0400094","04",12,127,0,0,34000,1,"02","1","09","12","13","Urban"
"0400095","04",12,112,1000,0,46000,1,"02","1","09","12","13","Urban"
"0400096","04",12,204,0,0,0,1,"01","1","KG","06","13","Urban"
"0400097","04",12,597,0,0,0,1,"03","1","06","12","13","Urban"
"0400098","04",12,253,0,0,0,1,"01","1","KG","08","13","Urban"
"0400099","04",12,60,0,0,0,1,"02","1","09","12","33","Town"
"0400100","04",12,622,43000,0,142000,1,"01","1","KG","08","11","Urban"
"0400101","04",12,209,0,0,0,6,"03","1","KG","12",NA,NA
"0400102","04",12,341,0,0,0,1,"01","1","KG","08","11","Urban"
"0400103","04",12,307,0,0,0,5,"02","1","09","12","11","Urban"
"0400104","04",12,101,0,0,0,1,"03","1","06","12",NA,NA
"0400105","04",12,75,4000,0,24000,1,"01","1","KG","08","11","Urban"
"0400106","04",12,300,0,0,0,1,"02","1","09","12","11","Urban"
"0400107","04",12,443,0,0,0,2,"02","1","09","12","11","Urban"
"0400108","04",12,118,0,0,0,5,"02","1","KG","12","12","Urban"
"0400109","04",12,477,6000,0,313000,1,"01","1","KG","10","11","Urban"
"0400111","04",12,350,3000,0,0,1,"01","1","KG","08","12","Urban"
"0400112","04",12,2706,0,0,0,5,"03","1","KG","12","21","Urban"
"0400113","04",12,124,0,0,0,1,"01","1","KG","08","21","Urban"
"0400115","04",12,211,0,0,0,1,"01","1","KG","08","41","Rural"
"0400120","04",12,-2,-1,-1,-1,13,"N","3","09","12","11","Urban"
"0400121","04",12,197,0,0,0,1,"02","1","09","12","11","Urban"
"0400122","04",12,419,5000,0,188000,1,"01","1","KG","08","11","Urban"
"0400124","04",12,117,0,0,0,1,"02","1","09","12","11","Urban"
"0400125","04",12,112,3000,0,84000,1,"02","1","09","12","11","Urban"
"0400126","04",12,94,0,0,0,2,"01","1","KG","06","11","Urban"
"0400128","04",12,138,0,0,66000,3,"01","1","KG","08","11","Urban"
"0400129","04",12,196,0,0,0,1,"03","1","KG","12","41","Rural"
"0400130","04",12,423,0,0,0,2,"03","1","KG","12","32","Town"
"0400131","04",12,831,6000,0,70000,4,"01","1","KG","12","11","Urban"
"0400133","04",12,256,8000,0,61000,2,"03","1","KG","12","21","Urban"
"0400134","04",12,353,0,0,0,1,"01","1","05","07","11","Urban"
"0400135","04",12,655,107000,0,51000,1,"01","1","KG","06","21","Urban"
"0400136","04",12,-2,-2,-2,-2,-2,"N","N","KG","05",NA,NA
"0400138","04",12,-2,-2,-2,-2,-2,"N","1","KG","08",NA,NA
"0400141","04",12,115,11000,0,29000,1,"01","1","KG","06","41","Rural"
"0400142","04",12,-2,-2,-2,-2,-2,"N","N","07","12",NA,NA
"0400144","04",12,103,0,0,49000,1,"02","1","09","12","11","Urban"
"0400145","04",12,49,0,0,0,1,"01","1","KG","06","11","Urban"
"0400147","04",12,134,3000,0,19000,1,"02","1","09","12","11","Urban"
"0400149","04",12,111,0,0,35000,1,"02","1","09","12","11","Urban"
"0400150","04",12,146,6000,0,1e+05,1,"01","1","KG","08","33","Town"
"0400151","04",12,182,2000,0,74000,1,"01","1","KG","06","11","Urban"
"0400152","04",12,44,0,0,0,2,"01","1","KG","08",NA,NA
"0400153","04",12,117,0,0,0,1,"02","1","07","12","11","Urban"
"0400154","04",12,84,9000,0,225000,1,"02","1","09","12","43","Rural"
"0400157","04",12,686,0,0,0,3,"03","1","KG","12","11","Urban"
"0400159","04",12,149,0,0,0,1,"02","1","09","12","11","Urban"
"0400160","04",12,36,0,0,0,1,"02","1","09","12","11","Urban"
"0400161","04",12,157,0,0,0,2,"02","1","09","12",NA,NA
"0400162","04",12,-2,-2,-2,-2,-2,"N","N","09","12",NA,NA
"0400163","04",12,145,0,0,0,4,"02","3","PK","12","13","Urban"
"0400164","04",12,131,0,0,0,2,"01","1","KG","08","11","Urban"
"0400165","04",12,201,0,0,0,1,"01","1","01","09","11","Urban"
"0400178","04",12,-2,-2,-2,-2,-2,"07","N","PK","12","33","Town"
"0400181","04",12,400,0,0,0,1,"01","1","KG","06","11","Urban"
"0400182","04",12,590,25000,0,0,2,"01","1","KG","08","11","Urban"
"0400184","04",12,539,61000,0,108000,1,"01","1","KG","08","21","Urban"
"0400185","04",12,678,1000,0,347000,1,"01","1","KG","08","11","Urban"
"0400187","04",12,199,26000,0,0,1,"01","1","KG","08","21","Urban"
"0400188","04",12,-2,-2,-2,-2,-2,"N","N","KG","06",NA,NA
"0400189","04",12,21,0,0,0,1,"01","1","KG","06","11","Urban"
"0400190","04",12,557,9000,0,284000,2,"01","1","KG","08","11","Urban"
"0400191","04",12,513,0,0,349000,1,"01","1","KG","08","21","Urban"
"0400192","04",12,30,0,0,0,1,"02","1","09","12","11","Urban"
"0400197","04",12,15,0,0,0,12,"05","3","09","12","41","Rural"
"0400201","04",12,142,0,0,0,1,"02","1","09","12","11","Urban"
"0400202","04",12,715,54000,0,0,3,"03","1","KG","12","11","Urban"
"0400204","04",12,265,0,0,0,1,"02","1","09","12","21","Urban"
"0400205","04",12,302,0,0,0,1,"01","1","KG","08","32","Town"
"0400206","04",12,137,0,0,0,1,"01","1","KG","10","41","Rural"
"0400207","04",12,77,0,0,17000,1,"02","1","09","12",NA,NA
"0400208","04",12,153,0,0,0,1,"01","1","KG","08","13","Urban"
"0400209","04",12,262,9000,0,56000,1,"03","1","06","11","41","Rural"
"0400210","04",12,102,0,0,0,1,"01","1","KG","08","13","Urban"
"0400211","04",12,199,0,0,0,1,"02","1","09","12","41","Rural"
"0400212","04",12,1117,140000,0,297000,5,"03","2","PK","12","32","Town"
"0400213","04",12,111,0,0,0,1,"01","1","KG","08","42","Rural"
"0400214","04",12,50,0,0,0,2,"03","1","KG","10","42","Rural"
"0400216","04",12,536,0,0,63000,1,"02","1","09","12",NA,NA
"0400217","04",12,260,0,0,0,1,"01","1","KG","08","12","Urban"
"0400218","04",12,856,23000,0,687000,1,"01","1","KG","06","11","Urban"
"0400219","04",12,913,60000,0,0,6,"03","1","KG","12","11","Urban"
"0400221","04",12,366,0,0,284000,1,"01","1","KG","06","11","Urban"
